parent_asin,year_month,feature_name,contribution
B01DTJ2NQC,2016-10,history_6m_low_rating_ratio,32.2
B01DTJ2NQC,2016-10,low_rating_ratio,9.8
B01DTJ2NQC,2016-10,history_3m_vs_6m_low_rating_ratio_delta,19.6
B01DTJ2NQC,2016-10,history_3m_vs_12m_low_rating_ratio_delta,21.8
B01DTJ2NQC,2016-10,avg_rating,47.8
B01DTJ2NQC,2016-10,history_12m_avg_rating,31.5
B01DTJ2NQC,2016-10,history_6m_avg_rating,31.8
B01DTJ2NQC,2016-10,history_3m_avg_rating,24.2
B01DTJ2NQC,2016-10,review_count,58.5
B01DTJ2NQC,2016-10,history_3m_review_count,27.5
B01DTJ2NQC,2016-10,history_12m_review_count,84.3
B01DTJ2NQC,2016-10,history_1m_review_count,69.7
B01DY6FO8O,2016-10,history_12m_low_rating_ratio,26.1
B01DY6FO8O,2016-10,history_3m_low_rating_ratio,34.6
B01DY6FO8O,2016-10,history_6m_low_rating_ratio,26.4
B01DY6FO8O,2016-10,low_rating_ratio,9.8
B01DY6FO8O,2016-10,history_3m_vs_6m_low_rating_ratio_delta,69.5
B01DY6FO8O,2016-10,history_3m_vs_12m_low_rating_ratio_delta,62.7
B01DY6FO8O,2016-10,avg_rating,30.5
B01DY6FO8O,2016-10,history_12m_avg_rating,21.4
B01DY6FO8O,2016-10,history_6m_avg_rating,21.8
B01DY6FO8O,2016-10,history_3m_avg_rating,30.2
B01DY6FO8O,2016-10,review_count,32.6
B01DY6FO8O,2016-10,history_3m_review_count,20.5
B01DY6FO8O,2016-10,history_12m_review_count,72.1
B01DY6FO8O,2016-10,history_1m_review_count,24.0
B01E86RPA4,2016-10,history_12m_low_rating_ratio,44.4
B01E86RPA4,2016-10,history_3m_low_rating_ratio,48.6
B01E86RPA4,2016-10,history_6m_low_rating_ratio,43.5
B01E86RPA4,2016-10,low_rating_ratio,44.5
B01E86RPA4,2016-10,history_3m_vs_6m_low_rating_ratio_delta,65.8
B01E86RPA4,2016-10,history_3m_vs_12m_low_rating_ratio_delta,59.9
B01E86RPA4,2016-10,avg_rating,47.8
B01E86RPA4,2016-10,history_12m_avg_rating,64.3
B01E86RPA4,2016-10,history_6m_avg_rating,62.5
B01E86RPA4,2016-10,history_3m_avg_rating,60.9
B01E86RPA4,2016-10,review_count,84.7
B01E86RPA4,2016-10,history_3m_review_count,20.5
B01E86RPA4,2016-10,history_12m_review_count,72.5
B01E86RPA4,2016-10,history_1m_review_count,27.0
B01E9DSA0A,2016-10,history_12m_low_rating_ratio,41.7
B01E9DSA0A,2016-10,history_3m_low_rating_ratio,48.6
B01E9DSA0A,2016-10,history_6m_low_rating_ratio,41.2
B01E9DSA0A,2016-10,low_rating_ratio,60.6
B01E9DSA0A,2016-10,history_3m_vs_6m_low_rating_ratio_delta,72.0
B01E9DSA0A,2016-10,history_3m_vs_12m_low_rating_ratio_delta,64.7
B01E9DSA0A,2016-10,avg_rating,54.4
B01E9DSA0A,2016-10,history_12m_avg_rating,32.6
B01E9DSA0A,2016-10,history_6m_avg_rating,32.8
B01E9DSA0A,2016-10,history_3m_avg_rating,41.4
B01E9DSA0A,2016-10,review_count,69.0
B01E9DSA0A,2016-10,history_3m_review_count,73.1
B01E9DSA0A,2016-10,history_12m_review_count,94.8
B01E9DSA0A,2016-10,history_1m_review_count,58.7
B01E9H4SZM,2016-10,history_12m_low_rating_ratio,1.0
B01E9H4SZM,2016-10,history_3m_low_rating_ratio,3.1
B01E9H4SZM,2016-10,history_6m_low_rating_ratio,1.6
B01E9H4SZM,2016-10,low_rating_ratio,9.8
B01E9H4SZM,2016-10,history_3m_vs_6m_low_rating_ratio_delta,45.0
B01E9H4SZM,2016-10,history_3m_vs_12m_low_rating_ratio_delta,43.2
B01E9H4SZM,2016-10,avg_rating,8.4
B01E9H4SZM,2016-10,history_12m_avg_rating,4.2
B01E9H4SZM,2016-10,history_6m_avg_rating,4.9
B01E9H4SZM,2016-10,history_3m_avg_rating,8.7
B01E9H4SZM,2016-10,review_count,40.0
B01E9H4SZM,2016-10,history_3m_review_count,90.1
B01E9H4SZM,2016-10,history_12m_review_count,96.8
B01E9H4SZM,2016-10,history_1m_review_count,58.7
B01EIHP6UE,2016-10,history_12m_low_rating_ratio,3.7
B01EIHP6UE,2016-10,history_3m_low_rating_ratio,7.5
B01EIHP6UE,2016-10,history_6m_low_rating_ratio,4.3
B01EIHP6UE,2016-10,low_rating_ratio,44.5
B01EIHP6UE,2016-10,history_3m_vs_6m_low_rating_ratio_delta,52.9
B01EIHP6UE,2016-10,history_3m_vs_12m_low_rating_ratio_delta,49.5
B01EIHP6UE,2016-10,avg_rating,31.2
B01EIHP6UE,2016-10,history_12m_avg_rating,15.6
B01EIHP6UE,2016-10,history_6m_avg_rating,16.1
B01EIHP6UE,2016-10,history_3m_avg_rating,21.1
B01EIHP6UE,2016-10,review_count,84.7
B01EIHP6UE,2016-10,history_3m_review_count,32.7
B01EIHP6UE,2016-10,history_12m_review_count,82.7
B01EIHP6UE,2016-10,history_1m_review_count,28.6
B01ENXS1C8,2016-10,history_12m_low_rating_ratio,21.4
B01ENXS1C8,2016-10,history_3m_low_rating_ratio,21.0
B01ENXS1C8,2016-10,history_6m_low_rating_ratio,21.7
B01ENXS1C8,2016-10,low_rating_ratio,22.5
B01ENXS1C8,2016-10,history_3m_vs_6m_low_rating_ratio_delta,36.9
B01ENXS1C8,2016-10,history_3m_vs_12m_low_rating_ratio_delta,36.6
B01ENXS1C8,2016-10,avg_rating,18.1
B01ENXS1C8,2016-10,history_12m_avg_rating,19.6
B01ENXS1C8,2016-10,history_6m_avg_rating,20.0
B01ENXS1C8,2016-10,history_3m_avg_rating,20.5
B01ENXS1C8,2016-10,review_count,7.7
B01ENXS1C8,2016-10,history_3m_review_count,9.5
B01ENXS1C8,2016-10,history_12m_review_count,54.6
B01ENXS1C8,2016-10,history_1m_review_count,10.8
B01F2W0GQI,2016-10,history_12m_low_rating_ratio,7.0
B01F2W0GQI,2016-10,history_3m_low_rating_ratio,10.9
B01F2W0GQI,2016-10,history_6m_low_rating_ratio,8.1
B01F2W0GQI,2016-10,low_rating_ratio,9.8
B01F2W0GQI,2016-10,history_3m_vs_6m_low_rating_ratio_delta,52.5
B01F2W0GQI,2016-10,history_3m_vs_12m_low_rating_ratio_delta,49.1
B01F2W0GQI,2016-10,avg_rating,9.3
B01F2W0GQI,2016-10,history_12m_avg_rating,3.2
B01F2W0GQI,2016-10,history_6m_avg_rating,3.9
B01F2W0GQI,2016-10,history_3m_avg_rating,6.6
B01F2W0GQI,2016-10,review_count,89.2
B01F2W0GQI,2016-10,history_3m_review_count,64.4
B01F2W0GQI,2016-10,history_12m_review_count,94.2
B01F2W0GQI,2016-10,history_1m_review_count,86.0
B01F3896DA,2016-10,history_12m_low_rating_ratio,1.0
B01F3896DA,2016-10,history_3m_low_rating_ratio,3.1
B01F3896DA,2016-10,history_6m_low_rating_ratio,1.6
B01F3896DA,2016-10,low_rating_ratio,31.9
B01F3896DA,2016-10,history_3m_vs_6m_low_rating_ratio_delta,45.0
B01F3896DA,2016-10,history_3m_vs_12m_low_rating_ratio_delta,43.2
B01F3896DA,2016-10,avg_rating,20.6
B01F3896DA,2016-10,history_12m_avg_rating,1.5
B01F3896DA,2016-10,history_6m_avg_rating,1.9
B01F3896DA,2016-10,history_3m_avg_rating,1.0
B01F3896DA,2016-10,review_count,58.5
B01F3896DA,2016-10,history_3m_review_count,94.2
B01F3896DA,2016-10,history_12m_review_count,97.2
B01F3896DA,2016-10,history_1m_review_count,90.6
B01FZJXITU,2016-10,history_12m_low_rating_ratio,1.0
B01FZJXITU,2016-10,history_3m_low_rating_ratio,3.1
B01FZJXITU,2016-10,history_6m_low_rating_ratio,1.6
B01FZJXITU,2016-10,low_rating_ratio,52.6
B01FZJXITU,2016-10,history_3m_vs_6m_low_rating_ratio_delta,45.0
B01FZJXITU,2016-10,history_3m_vs_12m_low_rating_ratio_delta,43.2
B01FZJXITU,2016-10,avg_rating,39.6
B01FZJXITU,2016-10,history_12m_avg_rating,3.6
B01FZJXITU,2016-10,history_6m_avg_rating,4.3
B01FZJXITU,2016-10,history_3m_avg_rating,5.6
B01FZJXITU,2016-10,review_count,93.0
B01FZJXITU,2016-10,history_3m_review_count,96.9
B01FZJXITU,2016-10,history_12m_review_count,98.8
B01FZJXITU,2016-10,history_1m_review_count,69.7
B01GCKPNI0,2016-10,history_12m_low_rating_ratio,20.4
B01GCKPNI0,2016-10,history_3m_low_rating_ratio,22.1
B01GCKPNI0,2016-10,history_6m_low_rating_ratio,20.8
B01GCKPNI0,2016-10,low_rating_ratio,52.6
B01GCKPNI0,2016-10,history_3m_vs_6m_low_rating_ratio_delta,45.0
B01GCKPNI0,2016-10,history_3m_vs_12m_low_rating_ratio_delta,43.2
B01GCKPNI0,2016-10,avg_rating,66.0
B01GCKPNI0,2016-10,history_12m_avg_rating,8.1
B01GCKPNI0,2016-10,history_6m_avg_rating,8.9
B01GCKPNI0,2016-10,history_3m_avg_rating,10.4
B01GCKPNI0,2016-10,review_count,54.1
B01GCKPNI0,2016-10,history_3m_review_count,98.1
B01GCKPNI0,2016-10,history_12m_review_count,99.1
B01GCKPNI0,2016-10,history_1m_review_count,69.7
B01H6DJJJQ,2016-10,history_12m_low_rating_ratio,42.9
B01H6DJJJQ,2016-10,history_3m_low_rating_ratio,42.2
B01H6DJJJQ,2016-10,history_6m_low_rating_ratio,42.2
B01H6DJJJQ,2016-10,low_rating_ratio,21.1
B01H6DJJJQ,2016-10,history_3m_vs_6m_low_rating_ratio_delta,45.0
B01H6DJJJQ,2016-10,history_3m_vs_12m_low_rating_ratio_delta,43.2
B01H6DJJJQ,2016-10,avg_rating,21.5
B01H6DJJJQ,2016-10,history_12m_avg_rating,51.8
B01H6DJJJQ,2016-10,history_6m_avg_rating,50.4
B01H6DJJJQ,2016-10,history_3m_avg_rating,49.9
B01H6DJJJQ,2016-10,review_count,16.3
B01H6DJJJQ,2016-10,history_3m_review_count,97.6
B01H6DJJJQ,2016-10,history_12m_review_count,99.0
B01H6DJJJQ,2016-10,history_1m_review_count,64.0
B01HPXMEE4,2016-10,history_12m_low_rating_ratio,1.0
B01HPXMEE4,2016-10,history_3m_low_rating_ratio,3.1
B01HPXMEE4,2016-10,history_6m_low_rating_ratio,1.6
B01HPXMEE4,2016-10,low_rating_ratio,29.7
B01HPXMEE4,2016-10,history_3m_vs_6m_low_rating_ratio_delta,45.0
B01HPXMEE4,2016-10,history_3m_vs_12m_low_rating_ratio_delta,43.2
B01HPXMEE4,2016-10,avg_rating,25.8
B01HPXMEE4,2016-10,history_12m_avg_rating,7.4
B01HPXMEE4,2016-10,history_6m_avg_rating,8.3
B01HPXMEE4,2016-10,history_3m_avg_rating,9.8
B01HPXMEE4,2016-10,review_count,18.7
B01HPXMEE4,2016-10,history_3m_review_count,93.0
B01HPXMEE4,2016-10,history_12m_review_count,98.2
B01HPXMEE4,2016-10,history_1m_review_count,75.4
B01I0GF0LY,2016-10,history_12m_low_rating_ratio,10.7
B01I0GF0LY,2016-10,history_3m_low_rating_ratio,13.6
B01I0GF0LY,2016-10,history_6m_low_rating_ratio,11.7
B01I0GF0LY,2016-10,low_rating_ratio,29.8
B01I0GF0LY,2016-10,history_3m_vs_6m_low_rating_ratio_delta,45.0
B01I0GF0LY,2016-10,history_3m_vs_12m_low_rating_ratio_delta,43.2
B01I0GF0LY,2016-10,avg_rating,30.0
B01I0GF0LY,2016-10,history_12m_avg_rating,4.4
B01I0GF0LY,2016-10,history_6m_avg_rating,5.2
B01I0GF0LY,2016-10,history_3m_avg_rating,6.6
B01I0GF0LY,2016-10,review_count,5.6
B01I0GF0LY,2016-10,history_3m_review_count,80.0
B01I0GF0LY,2016-10,history_12m_review_count,97.0
B01I0GF0LY,2016-10,history_1m_review_count,30.3
B01IODS2HW,2016-10,history_12m_low_rating_ratio,24.7
B01IODS2HW,2016-10,history_3m_low_rating_ratio,26.0
B01IODS2HW,2016-10,history_6m_low_rating_ratio,25.0
B01IODS2HW,2016-10,low_rating_ratio,19.7
B01IODS2HW,2016-10,history_3m_vs_6m_low_rating_ratio_delta,45.0
B01IODS2HW,2016-10,history_3m_vs_12m_low_rating_ratio_delta,43.2
B01IODS2HW,2016-10,avg_rating,10.6
B01IODS2HW,2016-10,history_12m_avg_rating,23.2
B01IODS2HW,2016-10,history_6m_avg_rating,23.5
B01IODS2HW,2016-10,history_3m_avg_rating,24.4
B01IODS2HW,2016-10,review_count,3.0
B01IODS2HW,2016-10,history_3m_review_count,99.0
B01IODS2HW,2016-10,history_12m_review_count,99.4
B01IODS2HW,2016-10,history_1m_review_count,54.0
B01L7RP13A,2016-10,history_12m_low_rating_ratio,1.0
B01L7RP13A,2016-10,history_3m_low_rating_ratio,3.1
B01L7RP13A,2016-10,history_6m_low_rating_ratio,1.6
B01L7RP13A,2016-10,low_rating_ratio,24.8
B01L7RP13A,2016-10,history_3m_vs_6m_low_rating_ratio_delta,45.0
B01L7RP13A,2016-10,history_3m_vs_12m_low_rating_ratio_delta,43.2
B01L7RP13A,2016-10,avg_rating,36.0
B01L7RP13A,2016-10,history_12m_avg_rating,0.8
B01L7RP13A,2016-10,history_6m_avg_rating,1.1
B01L7RP13A,2016-10,history_3m_avg_rating,2.0
B01L7RP13A,2016-10,review_count,34.8
B01L7RP13A,2016-10,history_3m_review_count,99.4
B01L7RP13A,2016-10,history_12m_review_count,99.6
B01L7RP13A,2016-10,history_1m_review_count,64.0
B01M01Y7RK,2016-10,history_12m_low_rating_ratio,28.5
B01M01Y7RK,2016-10,history_3m_low_rating_ratio,67.0
B01M01Y7RK,2016-10,history_6m_low_rating_ratio,46.2
B01M01Y7RK,2016-10,low_rating_ratio,36.0
B01M01Y7RK,2016-10,history_3m_vs_6m_low_rating_ratio_delta,94.3
B01M01Y7RK,2016-10,history_3m_vs_12m_low_rating_ratio_delta,94.7
B01M01Y7RK,2016-10,avg_rating,36.6
B01M01Y7RK,2016-10,history_12m_avg_rating,36.5
B01M01Y7RK,2016-10,history_6m_avg_rating,63.4
B01M01Y7RK,2016-10,history_3m_avg_rating,72.2
B01M01Y7RK,2016-10,review_count,69.0
B01M01Y7RK,2016-10,history_3m_review_count,95.3
B01M01Y7RK,2016-10,history_12m_review_count,75.5
B01M01Y7RK,2016-10,history_1m_review_count,86.0
B06ZZ3PCM6,2016-10,history_12m_low_rating_ratio,23.9
B06ZZ3PCM6,2016-10,history_3m_low_rating_ratio,17.9
B06ZZ3PCM6,2016-10,history_6m_low_rating_ratio,12.6
B06ZZ3PCM6,2016-10,low_rating_ratio,33.8
B06ZZ3PCM6,2016-10,history_3m_vs_6m_low_rating_ratio_delta,59.1
B06ZZ3PCM6,2016-10,history_3m_vs_12m_low_rating_ratio_delta,24.2
B06ZZ3PCM6,2016-10,avg_rating,45.5
B06ZZ3PCM6,2016-10,history_12m_avg_rating,40.8
B06ZZ3PCM6,2016-10,history_6m_avg_rating,30.6
B06ZZ3PCM6,2016-10,history_3m_avg_rating,33.0
B06ZZ3PCM6,2016-10,review_count,63.5
B06ZZ3PCM6,2016-10,history_3m_review_count,94.2
B06ZZ3PCM6,2016-10,history_12m_review_count,96.6
B06ZZ3PCM6,2016-10,history_1m_review_count,75.4
B074WCLFPV,2016-10,history_12m_low_rating_ratio,65.6
B074WCLFPV,2016-10,history_3m_low_rating_ratio,76.7
B074WCLFPV,2016-10,history_6m_low_rating_ratio,69.7
B074WCLFPV,2016-10,low_rating_ratio,77.4
B074WCLFPV,2016-10,history_3m_vs_6m_low_rating_ratio_delta,85.7
B074WCLFPV,2016-10,history_3m_vs_12m_low_rating_ratio_delta,86.6
B074WCLFPV,2016-10,avg_rating,85.3
B074WCLFPV,2016-10,history_12m_avg_rating,71.9
B074WCLFPV,2016-10,history_6m_avg_rating,74.6
B074WCLFPV,2016-10,history_3m_avg_rating,77.4
B074WCLFPV,2016-10,review_count,21.8
B074WCLFPV,2016-10,history_3m_review_count,14.8
B074WCLFPV,2016-10,history_12m_review_count,19.0
B074WCLFPV,2016-10,history_1m_review_count,15.4
B0784YYSVS,2016-10,history_12m_low_rating_ratio,37.2
B0784YYSVS,2016-10,history_3m_low_rating_ratio,37.4
B0784YYSVS,2016-10,history_6m_low_rating_ratio,37.1
B0784YYSVS,2016-10,low_rating_ratio,69.5
B0784YYSVS,2016-10,history_3m_vs_6m_low_rating_ratio_delta,48.0
B0784YYSVS,2016-10,history_3m_vs_12m_low_rating_ratio_delta,45.4
B0784YYSVS,2016-10,avg_rating,74.1
B0784YYSVS,2016-10,history_12m_avg_rating,43.0
B0784YYSVS,2016-10,history_6m_avg_rating,42.1
B0784YYSVS,2016-10,history_3m_avg_rating,44.6
B0784YYSVS,2016-10,review_count,10.5
B0784YYSVS,2016-10,history_3m_review_count,9.9
B0784YYSVS,2016-10,history_12m_review_count,50.5
B0784YYSVS,2016-10,history_1m_review_count,11.2
B07CMT7WW9,2016-10,history_12m_low_rating_ratio,67.9
B07CMT7WW9,2016-10,history_3m_low_rating_ratio,32.3
B07CMT7WW9,2016-10,history_6m_low_rating_ratio,24.6
B07CMT7WW9,2016-10,low_rating_ratio,9.8
B07CMT7WW9,2016-10,history_3m_vs_6m_low_rating_ratio_delta,68.3
B07CMT7WW9,2016-10,history_3m_vs_12m_low_rating_ratio_delta,2.4
B07CMT7WW9,2016-10,avg_rating,16.3
B07CMT7WW9,2016-10,history_12m_avg_rating,70.3
B07CMT7WW9,2016-10,history_6m_avg_rating,42.6
B07CMT7WW9,2016-10,history_3m_avg_rating,46.5
B07CMT7WW9,2016-10,review_count,43.0
B07CMT7WW9,2016-10,history_3m_review_count,42.2
B07CMT7WW9,2016-10,history_12m_review_count,29.8
B07CMT7WW9,2016-10,history_1m_review_count,39.6
B07CP1KY9M,2016-10,history_12m_low_rating_ratio,27.8
B07CP1KY9M,2016-10,history_3m_low_rating_ratio,38.7
B07CP1KY9M,2016-10,history_6m_low_rating_ratio,27.7
B07CP1KY9M,2016-10,low_rating_ratio,28.4
B07CP1KY9M,2016-10,history_3m_vs_6m_low_rating_ratio_delta,76.1
B07CP1KY9M,2016-10,history_3m_vs_12m_low_rating_ratio_delta,67.8
B07CP1KY9M,2016-10,avg_rating,24.7
B07CP1KY9M,2016-10,history_12m_avg_rating,33.1
B07CP1KY9M,2016-10,history_6m_avg_rating,31.8
B07CP1KY9M,2016-10,history_3m_avg_rating,36.7
B07CP1KY9M,2016-10,review_count,2.8
B07CP1KY9M,2016-10,history_3m_review_count,2.0
B07CP1KY9M,2016-10,history_12m_review_count,1.1
B07CP1KY9M,2016-10,history_1m_review_count,4.2
B07CYNWTXK,2016-10,history_12m_low_rating_ratio,6.4
B07CYNWTXK,2016-10,history_3m_low_rating_ratio,11.1
B07CYNWTXK,2016-10,history_6m_low_rating_ratio,7.5
B07CYNWTXK,2016-10,low_rating_ratio,45.8
B07CYNWTXK,2016-10,history_3m_vs_6m_low_rating_ratio_delta,55.5
B07CYNWTXK,2016-10,history_3m_vs_12m_low_rating_ratio_delta,51.9
B07CYNWTXK,2016-10,avg_rating,54.1
B07CYNWTXK,2016-10,history_12m_avg_rating,18.3
B07CYNWTXK,2016-10,history_6m_avg_rating,19.0
B07CYNWTXK,2016-10,history_3m_avg_rating,24.7
B07CYNWTXK,2016-10,review_count,23.0
B07CYNWTXK,2016-10,history_3m_review_count,13.4
B07CYNWTXK,2016-10,history_12m_review_count,55.8
B07CYNWTXK,2016-10,history_1m_review_count,14.1
B07DDGWWVC,2016-10,history_12m_low_rating_ratio,18.4
B07DDGWWVC,2016-10,history_3m_low_rating_ratio,14.0
B07DDGWWVC,2016-10,history_6m_low_rating_ratio,26.7
B07DDGWWVC,2016-10,low_rating_ratio,9.8
B07DDGWWVC,2016-10,history_3m_vs_6m_low_rating_ratio_delta,12.2
B07DDGWWVC,2016-10,history_3m_vs_12m_low_rating_ratio_delta,26.1
B07DDGWWVC,2016-10,avg_rating,10.8
B07DDGWWVC,2016-10,history_12m_avg_rating,14.2
B07DDGWWVC,2016-10,history_6m_avg_rating,21.5
B07DDGWWVC,2016-10,history_3m_avg_rating,14.8
B07DDGWWVC,2016-10,review_count,58.5
B07DDGWWVC,2016-10,history_3m_review_count,82.1
B07DDGWWVC,2016-10,history_12m_review_count,82.3
B07DDGWWVC,2016-10,history_1m_review_count,90.6
B07F4K3HXJ,2016-10,history_12m_low_rating_ratio,6.2
B07F4K3HXJ,2016-10,history_3m_low_rating_ratio,47.0
B07F4K3HXJ,2016-10,history_6m_low_rating_ratio,24.2
B07F4K3HXJ,2016-10,low_rating_ratio,9.8
B07F4K3HXJ,2016-10,history_3m_vs_6m_low_rating_ratio_delta,91.0
B07F4K3HXJ,2016-10,history_3m_vs_12m_low_rating_ratio_delta,93.2
B07F4K3HXJ,2016-10,avg_rating,19.4
B07F4K3HXJ,2016-10,history_12m_avg_rating,9.2
B07F4K3HXJ,2016-10,history_6m_avg_rating,25.5
B07F4K3HXJ,2016-10,history_3m_avg_rating,38.9
B07F4K3HXJ,2016-10,review_count,93.0
B07F4K3HXJ,2016-10,history_3m_review_count,90.1
B07F4K3HXJ,2016-10,history_12m_review_count,40.3
B07F4K3HXJ,2016-10,history_1m_review_count,80.9
B07KGDMDB5,2016-10,history_12m_low_rating_ratio,1.0
B07KGDMDB5,2016-10,history_3m_low_rating_ratio,3.1
B07KGDMDB5,2016-10,history_6m_low_rating_ratio,1.6
B07KGDMDB5,2016-10,low_rating_ratio,9.8
B07KGDMDB5,2016-10,history_3m_vs_6m_low_rating_ratio_delta,45.0
B07KGDMDB5,2016-10,history_3m_vs_12m_low_rating_ratio_delta,43.2
B07KGDMDB5,2016-10,avg_rating,2.2
B07KGDMDB5,2016-10,history_12m_avg_rating,3.5
B07KGDMDB5,2016-10,history_6m_avg_rating,3.3
B07KGDMDB5,2016-10,history_3m_avg_rating,3.0
B07KGDMDB5,2016-10,review_count,34.8
B07KGDMDB5,2016-10,history_3m_review_count,44.6
B07KGDMDB5,2016-10,history_12m_review_count,40.0
B07KGDMDB5,2016-10,history_1m_review_count,54.0
B07MP9SK23,2016-10,history_12m_low_rating_ratio,52.1
B07MP9SK23,2016-10,history_3m_low_rating_ratio,37.0
B07MP9SK23,2016-10,history_6m_low_rating_ratio,47.9
B07MP9SK23,2016-10,low_rating_ratio,9.8
B07MP9SK23,2016-10,history_3m_vs_6m_low_rating_ratio_delta,15.6
B07MP9SK23,2016-10,history_3m_vs_12m_low_rating_ratio_delta,14.5
B07MP9SK23,2016-10,avg_rating,13.0
B07MP9SK23,2016-10,history_12m_avg_rating,49.5
B07MP9SK23,2016-10,history_6m_avg_rating,43.3
B07MP9SK23,2016-10,history_3m_avg_rating,33.5
B07MP9SK23,2016-10,review_count,98.1
B07MP9SK23,2016-10,history_3m_review_count,73.1
B07MP9SK23,2016-10,history_12m_review_count,92.7
B07MP9SK23,2016-10,history_1m_review_count,94.1
B07MWTNDXT,2016-10,history_12m_low_rating_ratio,87.9
B07MWTNDXT,2016-10,history_3m_low_rating_ratio,85.9
B07MWTNDXT,2016-10,history_6m_low_rating_ratio,86.4
B07MWTNDXT,2016-10,low_rating_ratio,90.3
B07MWTNDXT,2016-10,history_3m_vs_6m_low_rating_ratio_delta,60.3
B07MWTNDXT,2016-10,history_3m_vs_12m_low_rating_ratio_delta,60.5
B07MWTNDXT,2016-10,avg_rating,92.6
B07MWTNDXT,2016-10,history_12m_avg_rating,89.1
B07MWTNDXT,2016-10,history_6m_avg_rating,87.9
B07MWTNDXT,2016-10,history_3m_avg_rating,87.8
B07MWTNDXT,2016-10,review_count,40.0
B07MWTNDXT,2016-10,history_3m_review_count,7.5
B07MWTNDXT,2016-10,history_12m_review_count,14.6
B07MWTNDXT,2016-10,history_1m_review_count,9.8
B07MZGSKP7,2016-10,history_12m_low_rating_ratio,17.1
B07MZGSKP7,2016-10,history_3m_low_rating_ratio,3.1
B07MZGSKP7,2016-10,history_6m_low_rating_ratio,6.6
B07MZGSKP7,2016-10,low_rating_ratio,9.8
B07MZGSKP7,2016-10,history_3m_vs_6m_low_rating_ratio_delta,21.6
B07MZGSKP7,2016-10,history_3m_vs_12m_low_rating_ratio_delta,9.9
B07MZGSKP7,2016-10,avg_rating,13.0
B07MZGSKP7,2016-10,history_12m_avg_rating,23.9
B07MZGSKP7,2016-10,history_6m_avg_rating,11.7
B07MZGSKP7,2016-10,history_3m_avg_rating,7.4
B07MZGSKP7,2016-10,review_count,74.4
B07MZGSKP7,2016-10,history_3m_review_count,84.3
B07MZGSKP7,2016-10,history_12m_review_count,80.6
B07MZGSKP7,2016-10,history_1m_review_count,69.7
B07NL9T1GL,2016-10,history_12m_low_rating_ratio,20.4
B07NL9T1GL,2016-10,history_3m_low_rating_ratio,29.6
B07NL9T1GL,2016-10,history_6m_low_rating_ratio,33.0
B07NL9T1GL,2016-10,low_rating_ratio,9.8
B07NL9T1GL,2016-10,history_3m_vs_6m_low_rating_ratio_delta,31.6
B07NL9T1GL,2016-10,history_3m_vs_12m_low_rating_ratio_delta,63.4
B07NL9T1GL,2016-10,avg_rating,7.7
B07NL9T1GL,2016-10,history_12m_avg_rating,24.1
B07NL9T1GL,2016-10,history_6m_avg_rating,30.2
B07NL9T1GL,2016-10,history_3m_avg_rating,25.7
B07NL9T1GL,2016-10,review_count,79.7
B07NL9T1GL,2016-10,history_3m_review_count,86.3
B07NL9T1GL,2016-10,history_12m_review_count,77.5
B07NL9T1GL,2016-10,history_1m_review_count,69.7
B07P3Y8JWY,2016-10,history_12m_low_rating_ratio,47.5
B07P3Y8JWY,2016-10,history_3m_low_rating_ratio,35.6
B07P3Y8JWY,2016-10,history_6m_low_rating_ratio,40.2
B07P3Y8JWY,2016-10,low_rating_ratio,40.0
B07P3Y8JWY,2016-10,history_3m_vs_6m_low_rating_ratio_delta,28.9
B07P3Y8JWY,2016-10,history_3m_vs_12m_low_rating_ratio_delta,18.7
B07P3Y8JWY,2016-10,avg_rating,43.0
B07P3Y8JWY,2016-10,history_12m_avg_rating,54.4
B07P3Y8JWY,2016-10,history_6m_avg_rating,48.3
B07P3Y8JWY,2016-10,history_3m_avg_rating,45.8
B07P3Y8JWY,2016-10,review_count,7.4
B07P3Y8JWY,2016-10,history_3m_review_count,9.2
B07P3Y8JWY,2016-10,history_12m_review_count,4.8
B07P3Y8JWY,2016-10,history_1m_review_count,11.2
B07P4MVBVS,2016-10,history_12m_low_rating_ratio,10.9
B07P4MVBVS,2016-10,history_3m_low_rating_ratio,10.9
B07P4MVBVS,2016-10,history_6m_low_rating_ratio,10.1
B07P4MVBVS,2016-10,low_rating_ratio,9.8
B07P4MVBVS,2016-10,history_3m_vs_6m_low_rating_ratio_delta,40.2
B07P4MVBVS,2016-10,history_3m_vs_12m_low_rating_ratio_delta,34.9
B07P4MVBVS,2016-10,avg_rating,7.2
B07P4MVBVS,2016-10,history_12m_avg_rating,20.8
B07P4MVBVS,2016-10,history_6m_avg_rating,14.9
B07P4MVBVS,2016-10,history_3m_avg_rating,14.8
B07P4MVBVS,2016-10,review_count,74.4
B07P4MVBVS,2016-10,history_3m_review_count,64.4
B07P4MVBVS,2016-10,history_12m_review_count,64.5
B07P4MVBVS,2016-10,history_1m_review_count,86.0
B07PNYLS9M,2016-10,history_12m_low_rating_ratio,3.3
B07PNYLS9M,2016-10,history_3m_low_rating_ratio,8.2
B07PNYLS9M,2016-10,history_6m_low_rating_ratio,7.5
B07PNYLS9M,2016-10,low_rating_ratio,67.3
B07PNYLS9M,2016-10,history_3m_vs_6m_low_rating_ratio_delta,39.9
B07PNYLS9M,2016-10,history_3m_vs_12m_low_rating_ratio_delta,54.8
