parent_asin,year_month,topic,topic_label,delta,n_reviews_t,rating,verified_purchase,helpful_vote,review_text
B09B18P5RG,2021-10,durability_failure,내구성 고장,0.4,5,5.0,False,2,warranty i bought this ice machine dec 2020 for my wife who loves this kind of ice but our machine went out the first of august we called warranty and after 2 weeks final had someone to respond it s now the first of october and still no ice machine great product for ice but not for warranty be careful
B07MLWJZH7,2021-04,durability_failure,내구성 고장,0.4,5,1.0,True,0,what a disappointment damaged on first use i had two nearly identical machines from other brands and they worked fine until i disposed of them however this is broken on first use very loud bumps as if something would be stuck in the motor of the brand new item it might just be from the timer my old machines had a resistance this does not have resistance and i assume it would not stop the knocks so
B07MLWJZH7,2021-04,durability_failure,내구성 고장,0.4,5,1.0,True,0,don t waste your money broke 10 minutes into first use garbage
B099ZKQJHK,2021-07,durability_failure,내구성 고장,0.4,5,1.0,True,2,for it to work quit working after 6months
B099ZKQJHK,2021-07,durability_failure,내구성 고장,0.4,5,1.0,True,0,awesome for a couple months then no just purchased in april now it s july and it stopped working and a green liquid is leaking out kept it clean do not know what is wrong with it or why it would be doing this not happy about the outcome considering the price
B089494JWT,2022-11,leak_damage,누수 및 파손 피해,0.4,5,1.0,True,0,low quality parts this is my second kit the first kit i installed and it fixed the noise but a few months later started to leak i figured i may have installed it wrong but i do mechanic work all the time but i gave the kit the benefit of the doubt i put a new kit in recently and a few weeks later leaking like crazy going with genuine whirlpool bearings and seals this time too much work to try to s
B089494JWT,2022-11,leak_damage,누수 및 파손 피해,0.4,5,2.0,False,2,washer started leaking after 4 loads installed the kit and after four loads the washer started leaking i should have listened to the other reviewer s recommendation to go with the oem parts route there was some slight wobble during the spin cycle as well for the first load luckily i was able to get a full refund so i updated the feedback from 1 star to 2 stars i do not want to knock this brand bec
B0150X71NU,2017-02,durability_failure,내구성 고장,0.4,5,3.0,True,5,good it is larger good it is larger lets you spin more bad 1 has a timer so if you want to spin longer than five minutes you have to keep resetting it 2 the round plastic piece that keeps clothes down broke off a bit still useable but not good quality 3 does not seem to spin as fast as the ninasoft brand so less water is extracted
B0150X71NU,2017-02,durability_failure,내구성 고장,0.4,5,5.0,True,2,awesome chorebuster almost 4 yrs to the day i bought this it finally stopped working yesterday family of 4 use nearly every day since march 2013 one load of laundry hanging up since 9 30 this am still not dry and i cannot wait until i get it replaced love this little machine worth every penny
B01MQGKRP7,2021-12,build_quality,제작 품질,0.4,5,2.0,True,0,these were so cute looking sad as the little heads of the drawer bar covers keep coming off and separating from the fabric not due to being touched at all they are very very flimsy wish i had known they were this fragile due to the construction of the item and so awfully flimsy would not recommend
B01MQGKRP7,2021-12,build_quality,제작 품질,0.4,5,1.0,True,0,ver poor quality product i would not recommend this product quality of the material is very cheap and the characters started coming apart very easily
B08BJ6ZC1L,2020-11,performance,성능 미달,0.4,5,1.0,True,9,do not buy rip off this ice machine did not last bought august 20th and it died november 10 th that is 2 months and 3 weeks really bad junk so angry that it does not work
B08BJ6ZC1L,2020-11,performance,성능 미달,0.4,5,2.0,True,0,ice continuously gets stuck and machine stops working machine has to be cleared each time it tries to drop ice or it stops working that makes this automatic ice maker a bit useless for me since i have to keep clearing it so it can make ice also the lid does not make a good seal so the ice melts faster than it should
B079Q2B1KW,2022-04,purchase_warning,구매 경고,0.4,5,1.0,True,1,do not buy this product from this seller i purchased this unit on november 15 2021 it was received and installed on november 19 2021 it started working erratically at the end of february 2022 and stopped working by the end of march 2022 since the unit operated properly for only 4 months i expected to be entitled to a replacement unit or at a minimum some consideration or accommodation from the sel
B079Q2B1KW,2022-04,purchase_warning,구매 경고,0.4,5,1.0,True,0,do not order thit find do not order this i ordered 2 within a short time and the motor bearings went out within 1 to 2 months and i ca not find a decent motor that will fit this icemaker in fact i could not find a motor to fit it at all
B00UW7C90A,2016-07,durability_failure,내구성 고장,0.4,5,5.0,True,1,handles came quick and fit perfect i really only needed handle for fridge but handles came quick and fit perfect i really only needed handle for fridge but this is a matched set freezer fridge are exactly alike so put them both on my original fridge handle cracked and broke off just in front of two top screws
B00UW7C90A,2016-07,durability_failure,내구성 고장,0.4,5,5.0,True,0,replaced broken one had to replace my mom s top handle because it did not hold up as back scratching post
B07NDM4SSC,2021-02,durability_failure,내구성 고장,0.4,5,5.0,True,0,fit perfectly it fit that was all that mattered to me it s my second one as the first one cracked but that was after several years of use so i do not see that as a real downside
B07NDM4SSC,2021-02,durability_failure,내구성 고장,0.4,5,5.0,True,0,wonderful replacement i did not want to buy a new fridge when the shelves broke on mine these are inexpensive and fit perfectly
B008YDSJT4,2019-07,durability_failure,내구성 고장,0.4,5,1.0,True,0,do not buy this this is a crappy product i purchased in may and had to replace them in july the rubber on the wheels wore out in 60 days spend a little more and get a quality replacement part
B008YDSJT4,2019-07,durability_failure,내구성 고장,0.4,5,1.0,True,0,bad part one of the rollers come apart the roller at bottom of drum is the one failed
B00AB51CUG,2018-06,shipping_packaging,배송 및 포장,0.4,5,2.0,True,0,the holder for them so i was very disappointed in this the filters for the hood had nothing to place them in the hood was missing the holder for them so i was very disappointed in this product
B00AB51CUG,2018-06,shipping_packaging,배송 및 포장,0.4,5,1.0,True,0,never order from this company the control panel came broken and we are still fighting to get a new one
B086WMG49L,2019-07,durability_failure,내구성 고장,0.4,5,1.0,True,6,panda dryer electric we purchased this september 7 2018 quit working june 3 2019 was great while it worked however did not last even one year very disappointed
B086WMG49L,2019-07,durability_failure,내구성 고장,0.4,5,5.0,True,2,great purchase mother of 4 toddler boys being a stay at home mom of 4 toddler boys when my original mini dryer finally died after 7yrs of wonderful service i had no other choice but to replace her asap and i must say i have nothing but great things to say about this little beauty it s overall a very nice machine worth every penny it works absolutely fabulous and i am so glad that i pulled the trig
B074GGW55Z,2018-09,durability_failure,내구성 고장,0.4,5,2.0,False,0,do not believe all the 5 stars yours will eventually stop working also stopped working leaks way too big bulky very heavy takes forever to make ice it melts very quickly no difference in the small or large ice at all about 8 cubes per hour before i return i will ask amazon to possibly refund or send a better more effective item
B074GGW55Z,2018-09,durability_failure,내구성 고장,0.4,5,5.0,True,1,cubes are small great having ice cubes again cubes are small but i dump basket into my fridge ice maker basket that quit working and it s so nice having ice again yes i recommend
B00A8O07JC,2016-07,durability_failure,내구성 고장,0.4,5,1.0,True,1,whirpool design failure awful bought brand new detergent dispenser and it did not last a month i spent an hour replacing the old detergent dispenser with a brand new one and within a month this detergent dispenser had the same problem the detergent dispenser does not stay closed so soap washes away too early and dishes do not clean
B00A8O07JC,2016-07,durability_failure,내구성 고장,0.4,5,3.0,True,0,waiting to see how long it lasts the last waiting to see how long it lasts the last one broke within 60 days the plastic rubber door gate broke under normal operations
B01AYU8RMS,2017-07,performance,성능 미달,0.4,5,1.0,True,0,buyer beware support line was not helpful website provided does not work either returning product
B01AYU8RMS,2017-07,performance,성능 미달,0.4,5,1.0,False,3,only if you like cool drinks does not keep drinks cold mine is set on 38 degrees and the best i can say is that the drinks are cooler than room temp i would do better using a traditional cooler filled with ice i followed the directions to run it for 24 hours before filling i only filled to about 1 3 capacity and my drinks are not cold very disappointing update i placed a thermometer into the fridg
B07K33Y98P,2019-03,durability_failure,내구성 고장,0.4,5,2.0,True,0,that i can get more for the price i paid for then buying one at that price these are not like the ones that i ordered before the other ones the material was stronger the material on these are very weak they will not last a long time make the material strong and the lid so they will stay down when you put coffee in them
B07K33Y98P,2019-03,durability_failure,내구성 고장,0.4,5,5.0,True,0,fit well and durable they fit perfectly in our hamilton beach coffee maker and none of them have broke t like the ones we got at the supermarket
B07KGKJJP8,2020-06,incompatibility,호환 및 규격,0.4,5,1.0,True,1,cheap knock off font is incorrect compared to the factory version and the markers are not properly aligned this results in a very ugly appearance when mixed with the factory ones i would avoid it s not worth the savings
B07KGKJJP8,2020-06,incompatibility,호환 및 규격,0.4,5,3.0,True,0,shorter does not match others the knob sticks out need one that pushes in deeper to match the rest this will do in a pinch
B079PN8CS2,2020-06,incompatibility,호환 및 규격,0.4,5,1.0,True,0,miss leading in sizing these were too big it does not fit the model i have when it says it should so now i will try the website of frigidaire
B079PN8CS2,2020-06,incompatibility,호환 및 규격,0.4,5,1.0,True,0,does not fit falls out when door is opened i checked model number and measurements before buying and it does not fit it falls out when i open the door
B088R4VC7H,2021-04,leak_damage,누수 및 파손 피해,0.4,14,5.0,True,0,very pleased with this purchase i have an lg3570 washer that was leaking replaced the water valve with this part and it s working great and no more leaks easy to install and it fits like the original very satisfied with this purchase
B088R4VC7H,2021-04,leak_damage,누수 및 파손 피해,0.4,14,5.0,True,0,perfect replacement for the oem part i used this as a replacement in an lg washer circa 2011 fits and functions as the original which began leaking total time to replace was maybe 10 minutes glad i did not spend double or more on the oem part
B088R4VC7H,2021-04,leak_damage,누수 및 파손 피해,0.4,14,5.0,True,0,just the right part perfect my washer stop leaking
B088R4VC7H,2021-04,leak_damage,누수 및 파손 피해,0.4,14,5.0,True,0,fixed water leak after many youtube videos on why my lg washing machine was leaking this was the part i needed it s been a month now with no leaks the hardest part of the install was moving my stacked washer and dryer from a small closet and then removing the dryer so i could take off the top of the washer to get to this part the installation of the part took less than 5 minutes
B088R4VC7H,2021-04,leak_damage,누수 및 파손 피해,0.4,14,5.0,True,0,fixed my leak easy to install and fixed my washer leak
B07TVRCDFX,2019-10,durability_failure,내구성 고장,0.4,5,1.0,True,2,very disappointed installed the new top rack parts about two weeks ago and everything went well but this morning i found that they had snapped in the same place on both sides it almost looks like they melted this is unacceptable i had thought this would be a good quality product
B07TVRCDFX,2019-10,durability_failure,내구성 고장,0.4,5,2.0,True,1,plastic looks sturdy it s not unfortunately the plastic on the arm broke pretty quickly
B07TVRCDFX,2019-10,durability_failure,내구성 고장,0.4,5,3.0,True,1,lasted 5 months sell is great gave replacement one wheel broke off after 5 months i contacted the seller and the immediately shipped out another one for free hopefully it lasts longer this time original review cheap good replacement for the broken parts from my dishwasher saved me lots of search for a youtube video on how to replace them it can be a bit tricky but is totally doable
B0B7J1ZJPL,2022-07,durability_failure,내구성 고장,0.4,5,5.0,False,0,fast easily accessible frozen cubes the ice maker died in the refrigerator a while ago leaving me hostage to the plastic ice trays with which i seem to have issues the solution here is a beautiful addition to visual happiness a marvel at production in the magnificent icy cubes that appear in minutes i love this machine much less costly than the repair replacement my fridge required and so much mor
B0B7J1ZJPL,2022-07,durability_failure,내구성 고장,0.4,5,5.0,False,0,makes amazing ice fast this is the way to go i have a big name brand fridge that you prolly know of and by 3 years old the ice maker quit working we considered the under the counter ice makers that cost thousands but we found this first and decided to give it a try i am so glad we did it makes ice fast and it s so easy to use no draining necessary just fill with filtered water and bam you have ice
B0CB8Y7Q5T,2021-06,refund_warranty_cs,환불 보증 고객대응,0.4,5,1.0,True,15,no warranty on none full price products redeem code not provided product is good for now but have to give it one star if the company doesn t support their own product no where does it say you have to buy their product in full price to get warranty on both amazon and walmart see picture i bought this on amazon and used their coupon code warranty site requires redeem code which wasn t provided on am
B0CB8Y7Q5T,2021-06,refund_warranty_cs,환불 보증 고객대응,0.4,5,4.0,True,1,does not fit on river due to large plastic spike in main unit then resolved by company battery would not fit on ef river by about 3 4 inch their manufacturing made a mistake conical spike 3 4 inch high left in plastic mold the company made it right great product and customer service
B07HKM8WSX,2019-10,durability_failure,내구성 고장,0.4,5,1.0,True,1,very unhappy customer just bought this item 3 months ago it has already snapped
B07HKM8WSX,2019-10,durability_failure,내구성 고장,0.4,5,5.0,True,2,excellent dryer belt i purchased this item as a direct replacement for my dryer belt wich snapped after 10 years when i purchased it i also bought a kit to replace drum rollers and the belt tensioner the kit also came with a belt so i installed the kit holding this belt in reserve the kit belt rollers developed a whine squeal once the dryer warmed up i reinstalled the original drum rollers and ten
B09YTYJ19L,2023-02,durability_failure,내구성 고장,0.4,5,1.0,True,1,stopped working completely in 3 months loved the ice maker while it worked 3 months later outside the return window the cheap little plate inside that scoops the ice into the bucket doesn t work it just lets the ice sit there and melt then it won t make ice cubes anymore i ve reset cleaned and everything just a huge piece of junk on my counter i do not recommend
B09YTYJ19L,2023-02,durability_failure,내구성 고장,0.4,5,1.0,True,0,inconsistent ice making waste of money stopped working about three weeks ago makes a handful if that of ice then wo not work even though sensor says it s full starting acting up right after the window to return closed would not recommend
B07CTBZMJV,2020-06,incompatibility,호환 및 규격,0.4,5,2.0,True,0,does not fit my application may be a fine product i do not know my original research said this fit my refrigerator but it does not i am returning
B07CTBZMJV,2020-06,incompatibility,호환 및 규격,0.4,5,5.0,True,0,wrong pary wrong part would not fit
B07Y9Q3JQ5,2021-07,refund_warranty_cs,환불 보증 고객대응,0.4,5,1.0,True,3,make sure it works freezer did not work still trying to get a replacement or refund
B07Y9Q3JQ5,2021-07,refund_warranty_cs,환불 보증 고객대응,0.4,5,1.0,True,2,so disappointed we had this little freezer for about 18 months and it does not work quit freezing sits around 50 degrees now tried to contact customer service and was told they could not help us
B08ZH72Z98,2022-11,purchase_warning,구매 경고,0.4,5,2.0,True,0,does not work properly at least not mine i waited too long to return so now i am stuck with it sometimes it drips sometimes i will not even puncture the pod if you are looking for a replacement i would not recommend unless you have intentions on returning it right away if it does not work
B08ZH72Z98,2022-11,purchase_warning,구매 경고,0.4,5,1.0,True,0,absolute trash contacting seller is impossible i had this product for a few months and the needle holder part broke i have spent a half hour trying to find the contact seller link and it s no where to be found do not waste your money on this
B0C34QCZW5,2022-09,performance,성능 미달,0.4,5,1.0,True,38,remove the 4 transport bolts in the back of machine i set up the washer dryer and was super excited until i started the first load the thing shook my basement so violently like it was possessed and walked around it also ripped the drainage hose out of the wall and water was everywhere needless to say i was over it the washer wasn t full of clothes the washer dryer was level i couldn t figure it ou
B0C34QCZW5,2022-09,performance,성능 미달,0.4,5,1.0,True,6,did not work we went to all the trouble to put this in place in our trailer and then it did not work we called comfee first person i talked to said it probably had something to do with the water pressure i told her that we did not get that far we could not select anything to even see if it would fill she then requested sn and receipt to be sent i did that no response the next day i called and spok
B07DPDJNDB,2020-07,durability_failure,내구성 고장,0.4,5,1.0,True,0,cheaply made after putting this new one in my dryer i was able to dry a medium load of clothes before it snapped and my dryer smelled like the house was on fire
B07DPDJNDB,2020-07,durability_failure,내구성 고장,0.4,5,5.0,True,0,great replacement it is still working after i bought the old dryer used and that belt broke the second time i used it very pleased with the products
B07CTC362N,2022-04,performance,성능 미달,0.4,5,4.0,True,0,not hard to install like others have said the instructions are useless and make the install appear more difficult than necessary go to youtube and look for the video i gave 4 stars because of the terrible instructions and unknown durability if it holds up the product is a good value relative to oem
B07CTC362N,2022-04,performance,성능 미달,0.4,5,3.0,True,0,terrible photos in instructions seems like a good fit for my kitchen aide dishwasher i attached some pictures to help you guys install your unit the instructions are basically useless photos are black and white and out of focus once you get your bearings straight it s an easy swap you ll need a torx screwdriver
B0BZJG4BV2,2016-03,misrepresentation,설명 불일치,0.4,5,1.0,True,1,cheap knockoff do not buy product that arrives is a cheap crappy filter made under a different name
B0BZJG4BV2,2016-03,misrepresentation,설명 불일치,0.4,5,1.0,True,0,false advertising buyer be ware false advertising this is not an actual lg filter water is close but not as good as actual lg
B0B2DZY4YC,2022-09,durability_failure,내구성 고장,0.4,5,5.0,True,0,it s a shelf it fits perfectly in my refrigerator door and has held up for the last few months for sure the original one with the fridge cracked but this one feels sturdier for some reason
B0B2DZY4YC,2022-09,durability_failure,내구성 고장,0.4,5,5.0,True,0,exact replacement for broken shelf best price i could find and fit great
B007SJEGVK,2016-02,purchase_warning,구매 경고,0.4,5,1.0,True,2,just does not produce good coffee only the actual pre packed capsules work well so it is not the espresso maker really does not work well at all coffee is way too weak packing it tightly enough is not feasible the flavor of the coffee is nothing like the pre packed flavor or fresh ground flavor of our own selected brands types not recommended i was once told in the store where we bought our coffee
B007SJEGVK,2016-02,purchase_warning,구매 경고,0.4,5,1.0,True,0,was a waste of money do not buy these they did not work with the coffee machine even though it said they would work was a waste of money
B07Y54ZJM3,2021-01,misrepresentation,설명 불일치,0.4,5,1.0,True,0,not as described returning does not work as described for mug size cups only goes to 12 oz
B07Y54ZJM3,2021-01,misrepresentation,설명 불일치,0.4,5,3.0,True,3,good for the interior cups the mould cast quality of the outer case is rough sharp edges that can cut if you re not careful especially if you re used to handling the original with smoothened down edges i cut myself across my palm and a finger just twisting the cap into place you can tell the difference between this copy of the original exhibit a the original has two full lines marked by a small ic
B01MA44AH4,2017-04,durability_failure,내구성 고장,0.4,5,3.0,True,2,ok for now but will it last why four stars because to make 26 pounds you must stay up watching emptying and filling it i use it for large cubes and it works well expect the first load to take more time it must cool the take up basket once going it keeps pumping them until it runs out of water compared with others it is somewhat quieter the scoop useless it is too small i dump the finished ice into
B01MA44AH4,2017-04,durability_failure,내구성 고장,0.4,5,5.0,True,1,so what i do is justwatch it and empty it into my freezer compartment as my pricey french door fridge s ice maker never recovered from our last move after months of water leaking out the bottom it one day stopped making ice i was not ready to put a 2k fridge in the garage and no one repairs anything anymore so i ordered this ice maker it does the job perfectly and i doubt i could have found a repa
B07CNNN6BS,2021-10,incompatibility,호환 및 규격,0.4,5,1.0,True,0,did not fit my stove i dislike that it did not fit
B07CNNN6BS,2021-10,incompatibility,호환 및 규격,0.4,5,4.0,True,0,would not fit inside the drip pans nice product but goes on slanted where pans are not leveled had to force it in the drip pan
B07W4Y612T,2019-11,refund_warranty_cs,환불 보증 고객대응,0.4,5,1.0,True,3,part leaked spend the extra 4 and get the oem part i bought this part knowing that the old one was leaking i installed the part and expected it to work we did a load of laundry and saw a small amount of water on the floor we thought it was just because we missed some of the cleanup after installing the new part we did laundry the next day and had a big puddle under the washer i thought it was due 
B07W4Y612T,2019-11,refund_warranty_cs,환불 보증 고객대응,0.4,5,1.0,True,3,part defective had to return this part must have been defective as we were replacing the original part because of dripping water when this part was put in it was twice as bad with the leaking unfortunately we returned the part for a full refund
B07WVNVLWY,2019-12,performance,성능 미달,0.4,5,1.0,True,3,not as advertised not for deviled eggs not as described could not give higher stars since it is specifically listed as a deviled egg holder and is a plain egg holder the only way it holds deviled eggs is if they are cut opposite of normal deviled eggs i ordered specifically so i could take deviled eggs to a party and this did not work at all my eggs had to go on a paper plate and were a disaster a
B07WVNVLWY,2019-12,performance,성능 미달,0.4,5,2.0,True,0,not for deviled eggs this does not work for traditional deviled eggs the slots are cut in the middle instead of sliced lengthwise it would be good to store boiled eggs or uncooked eggs
B09MMCMB38,2022-04,durability_failure,내구성 고장,0.4,5,1.0,True,1,fan failed after two months fan failed after two months
B09MMCMB38,2022-04,durability_failure,내구성 고장,0.4,5,1.0,True,1,broke after 2 months this product broke after 2 months
B076NHK63F,2019-01,incompatibility,호환 및 규격,0.4,5,5.0,True,1,this tiny dishwasher is great granted i have only had it for about 3 weeks but i love the ease of setting it up for the size and price you ca not ask for anything better if you ca not fit or are not allowed to have a full sized dishwasher in your kitchen this little dishwasher can be set up in less than 15 minutes out of the box after that just leave the faucet adapter on and it takes 30 seconds t
B076NHK63F,2019-01,incompatibility,호환 및 규격,0.4,5,5.0,True,0,washes dishes good and easy to set up a tab bigger than expected and would not fit on counter top below the cabinets so got a roller cart to put it on
B0772HN7FL,2019-01,incompatibility,호환 및 규격,0.4,5,1.0,True,1,beware i was very excited to receive this product when i tried installing it it was completely incompatible with my samsung 27 inch washer and dryer there was no way the holes in the back could align with the bracket maybe this is only meant for specific models but that s not how it was marketed
B0772HN7FL,2019-01,incompatibility,호환 및 규격,0.4,5,3.0,True,1,the screws are the wrong size really believe me fast shipping and good packing that being said the screws are the wrong size i read the reviews and noted others having problems with the size of the screw some did not well i did the screws to attach the the dryer to the mounting clamp are too wide gauge too short and cheap i broke 2 screws trying to mount i wound up drilling out the holes i was gen
B0081E9HRY,2016-04,misrepresentation,설명 불일치,0.4,5,1.0,True,0,picture very misleading for the price i thought this came in 5 packets of 4 agitator dogs very disappointed
B0081E9HRY,2016-04,misrepresentation,설명 불일치,0.4,5,1.0,True,0,false advertising should be removed from amazon picture shows 20 agitator dogs but like many others that ordered i too only received one bag that had just 4 agitator dogs product description is misleading which may cause you to pay double for just 4 instead of 20 on the good side they fit my kenmore and was able to replace them is less than 10 minutes
B08S34C5X9,2022-02,performance,성능 미달,0.4,5,1.0,True,0,not accurate the sensor is 2degrees fahrenheit off for someone like the company that built it and sell it might be nothing you need to understand they said for me is enough to consider the sensor useless to my needs
B08S34C5X9,2022-02,performance,성능 미달,0.4,5,1.0,True,0,application for use was terrible support also terrible hated everything about the app and support would not work consistently was not user friendly and just plain bad would not recommend based upon app alone
B0B3R36Q1X,2022-04,durability_failure,내구성 고장,0.4,5,1.0,True,1,disappointed fill light stopped working which is not a big deal but hopefully nothing else goes wrong updated we purchased in march and it s now october and it s stopped making ice so it s only worked 8 months
B0B3R36Q1X,2022-04,durability_failure,내구성 고장,0.4,5,5.0,True,0,great product makes ice fast makes plenty of ice and has replaced our broken ice maker in the refrigerator
B01CKJZ7S8,2016-06,durability_failure,내구성 고장,0.4,5,1.0,True,31,best thing ever until is stops working in under a years update this stopped working in less than a year it also started leaking a few months into using it i am researching what to do next since there is a one year warranty it seems as though i need to send the whole thing back which is a pain because it is heavy no one from panda is responding to me i think the motor just quit and maybe i can repl
B01CKJZ7S8,2016-06,durability_failure,내구성 고장,0.4,5,4.0,True,4,second time s a charm this is the second machine someone deleted my first review of the first one which was shipped and arrived with box torn up and the base completely broken off along with a few other minor issues the replacement just arrived today and it s in great shape yay and appears to work well but i have yet to run it with clothes in it i am excited and will update after using it a few ti
B073WGTTK6,2019-07,durability_failure,내구성 고장,0.4,5,1.0,True,0,cheap imitation not durable it was thinner than other similar parts that came with refrigerator and color tone was not quite like original parts unfortunately it broke within the first 4 days
B073WGTTK6,2019-07,durability_failure,내구성 고장,0.4,5,5.0,True,0,recommended old one broke this fits perfectly and no more door shelfy fally
B08FDBWTDB,2022-05,purchase_warning,구매 경고,0.4,5,1.0,True,2,leaked on first try with error code do not buy all the reviews about error codes and leaks at first use are true
B08FDBWTDB,2022-05,purchase_warning,구매 경고,0.4,5,1.0,True,0,shattered glass and used dishwasher came shattered and definitely had been used the inside was still wet 10 10 do not recommend unless you enjoy glass shard decor and your hands a little sliced up save yourself the hassle and just pick one up at lowes or home depot
B01MA44AH4,2017-05,return_intent,반품 의사,0.4,5,1.0,True,27,it worked great the first time and the second time it took do not buy this product it worked great the first time and the second time it took me an hour to not figure out what i did to fix it the third time i never could get it to work and this is only 3 months after buying it i contacted amazon who contacted onebigoutlet who said that i was past the month of returning it i then contacted della th
B01MA44AH4,2017-05,return_intent,반품 의사,0.4,5,3.0,True,1,not clear ice was supposedly a clear ice maker and it produces the same cloudy ice my refrigerator does so we returned it
B07BCD8BBL,2019-12,incompatibility,호환 및 규격,0.4,5,1.0,True,0,good product wrong fit these did not fit as described
B07BCD8BBL,2019-12,incompatibility,호환 및 규격,0.4,5,3.0,True,0,too big i replaced all the wheels with these replacement wheels and my drawer would not roll back inside it was too tight it s like these wheels are somehow bigger i could not recommend these wheels
B07RF9N35D,2021-03,return_intent,반품 의사,0.4,5,1.0,True,8,hit or miss with water filtration i bought three of these the first one tasted horrible like some kind of chlorine chemical absolutely the worst water i ve ever tasted so i decided to get that one out of there and put the next one in and it was a good filter tasted good everything is fine with the second one that s all for now is the company gonna reimburse me another filter that s the question i 
B07RF9N35D,2021-03,return_intent,반품 의사,0.4,5,2.0,True,5,have to send back the picture and info says it will work with my fridgedaire but when i got it home the pictures on the box and what is in the box did not having to send it back i am sure it is wonderful but be sure it works with yours
B079ZYNP7M,2018-12,refund_warranty_cs,환불 보증 고객대응,0.4,5,2.0,True,0,this humidifier worked great until one day it would not even turn on this humidifier was small but effective i had it on my desk at work and have had numerous people buy one after seeing mine in action today it just died no response whatsoever after unplugging all cords and plugging them in again holding the button down replacing the filter nothing revived it i hope theirs did not suffer the same 
B079ZYNP7M,2018-12,refund_warranty_cs,환불 보증 고객대응,0.4,5,1.0,True,0,stopped working i received this on dec 8 2018 not even 20 days later and it wo not even work anymore i made sure to not fill it up past the line two days ago it would turn its color lights on randomly and only spurt a little water waste of money and i will be requesting a refund
B01M3WVX70,2019-11,durability_failure,내구성 고장,0.4,5,5.0,True,2,very easy fix even for someone who does not know what they are doing this part broke on my stove last year and it cost me 180 to get the guy to come in and fix it it lasted about a year and i thought i would have to buy a new stove i have no diy skills but this was an easy repair and now if it breaks again in a year i wo not be bothered to spend another 25 hoping that this oem part lasts longer th
B01M3WVX70,2019-11,durability_failure,내구성 고장,0.4,5,5.0,True,0,as close as you will get to original whirlpool part this was the perfect replacement for my whirlpool super capacity 465 oven was a little unsure of what i would get because similar replacement igniters do not come with the same connector as the original whirlpool part when i opened the box i was relieved that this came with same connector as my worn out igniter it was literally plug and play and 
B08XBRNPDF,2022-07,return_blocked,반품 차단,0.4,5,1.0,True,0,did not work when connected by electrician i had this connected by an electrician and it did not work i had to wait for my remodel job to start before this was installed by the time i found out that the switch did not work the return window was closed do not buy this product
B08XBRNPDF,2022-07,return_blocked,반품 차단,0.4,5,5.0,True,0,i just installed this it s nice i bought this about two months ago when i started our large bathroom renovation i took a chance by missing the return window none the less i installed it today it was easy it is feature rich and i am quite happy with it it appears to measure humidity reasonably well and has an informative display i like the auto on off and timer functions
B097QX32H2,2022-09,durability_failure,내구성 고장,0.3985,7,1.0,True,1,loud as a hotel wall ac stopped working see updated note it works makes ice quickly and recycles the melted ice to make more ice main comment concern is the noise level it is about as loud as a hotel ac unit that mounts in the walls under windows it is a bit like white noise but if your family tv room is close to the placement you will hear the ice maker clearly edit ice maker stopped working 2 da
B097QX32H2,2022-09,durability_failure,내구성 고장,0.3985,7,2.0,True,1,great ice not so great machine so i got this machine beginning of april of this year after a few weeks it started making alot more noise now just over 6 months it has stopped working couple of days ago it started making a terrible sound turn off unplugged and cleaned throughly thinking something may be clogged nope terrible sound and no ice i will say the ice is great i love sonic ice and this is 
B097QX32H2,2022-09,durability_failure,내구성 고장,0.3985,7,1.0,True,1,do not buy it is junk and your money s gone 0 customer support from the manufacturer when the product arrived it was packaged well we unpacked it went through the setup procedures and then plugged it in none of the lights ever came on we read through the manual to be sure that we had done everything correctly we discovered that we had the ice maker made ice for a little over a day before it stoppe
B097QX32H2,2022-09,durability_failure,내구성 고장,0.3985,7,1.0,True,1,quit working after 7 months this ice maker was great for the first 4 months after that it started leaking and now it won t make ice at all it s noisy and don t recommend this product
B097QX32H2,2022-09,durability_failure,내구성 고장,0.3985,7,2.0,True,0,north air countertop pebble ice maker i ca not say much for the product itself as i had major noise issues with it until it completely stopped working but i will say that the company north air not only sent me another one but then refunded my entire amount paid remember this is just over 3 months after the purchase so although they need work on the item itself their customer service in my opinion 
B0CBQFJQ6F,2022-05,leak_damage,누수 및 파손 피해,0.39793,9,1.0,True,2,beware filter starting leaking what a mess there are user warnings about buying after market filter for samsung refrigerators and we should have paid attention within minutes the replacement aftermarket filter was leaking all over the floor and created a lake within minutes so go ahead save the cost of the factory authorized filter by buying cheap knockoff s you may pay a price it s going back
B0CBQFJQ6F,2022-05,leak_damage,누수 및 파손 피해,0.39793,9,1.0,True,0,very poor quality leaks water leaked water very bad leaked overnight in my kitchen flooding so bad i can worry about replacing my kitchen flooring soon cheap o rings looked badly damaged perfect example for how looks are deceptive it looked exactly like the original filter from samsung i do not even wanna know how the actual filter part inside is like i wo not even recommend this to my enemy thank
B0CBQFJQ6F,2022-05,leak_damage,누수 및 파손 피해,0.39793,9,1.0,True,0,replaced samsung filter leaked water and caused a mess i purchased this filter to replace an oem samsung filter that came with our refrigerator it appeared to be a match and i confirmed the compatibility for our fridge we woke up this morning to find the filter had a slow leak that lead to water all over the floor and inside the fridge what a mess i replaced the filter with an oem samsung filter a
