topic,rating,review_text,matched_other_topics,is_correct,note
performance,1.0,giantex waste of money so my wife had me buy this compact twin washer spin dryer so she could wash clothes here at home the stupid thing does not fit our hook ups nor will it even attach to the sink the drain is gravity only so it s a ton of effort if you even want to use the crap machine because you have to haul it while full of water away from the kitchen or bathroom outside to drain and you hav,"incompatibility,return_blocked,purchase_warning",,
misrepresentation,5.0,exact oem replacement for my refrigerator this is an oem part not a chinese knockoff it fits perfectly and is genuinely a plug n play unit no need to fuss or modify anything i would highly recommend this unit if this is the model of fan you require for your refrigerator i would definitely purchase this again,,,
leak_damage,1.0,they leak do not waste your money i bought these filters to replace a ge gxrlqr water filter it would not seal properly and leak water do not buy a waste of money i bought these a little ahead of time had them for 4 mo and the company will not take them back,purchase_warning,,
return_blocked,5.0,everyone needs one of these i purchased of these for our large refrigerator after my uncle had an issue a lightning strike blew the circuit board in his large french door fridge and the company his warranty was with refused to fix it because they said he did not have a surge protector on his fridge he said he had never needed one for a fridge before why would this need one they said these new refr,refund_warranty_cs,,
shipping_packaging,1.0,wrong and cheap wrong item,,,
purchase_warning,1.0,stopped working in less than a month do not buy ive had the fridge for about 28 days now and it stopped working at the 25 day mark this really upsetted me and i mean reasonably it was a lot of money when the fridge arrived it was scuffed up a bit on the front and i did not think much of it until it literally just stopped cooling things whatsoever at all im really mad and do not really know how to ,"durability_failure,refund_warranty_cs",,
refund_warranty_cs,5.0,great freezer would recommend check seller and shipper received freezer no damage keeping 11 degrees half full quiet set up in kitchen working as advertised poor poor customer service tried to call after it was shipped 3 times kept on hold 20 min each time messege says hrs of operation call back i made adjustments for their time zone hung up glad mine was sold and shipped by amazon in case i ever ,,,
return_blocked,4.0,company made it right update the company made it right and issued a refund without being asked i appreciate that type of integrity thank you if i could leave a 0 star review i would my keurig was specifically listed for these reusable cups but will not work and when i tried to return them i received a notice that they are not eligible for returns,"performance,refund_warranty_cs",,
incompatibility,4.0,a welcome addition to our household we have had this dishwasher for about two months pros i spend less of my life washing dishes and i feel better knowing the dishes have been sanitized fairly easy to install i did have to do a little research on youtube but only because my sink was finicky ships quickly and is extremely well packaged does not require much dish detergent and most importantly it s ,,,
return_intent,5.0,a brilliant decision i was excited to receive this little washing machine and hoping it would be what i hoped with the mint closed down quarters for the laundry room in my apartment building has been quite difficult to get laundry done i would been washing by hand i would also had a problem with the landlord tampering with certain clothing items while they were in the dryer i also have post covid ,"durability_failure,performance",,
performance,1.0,avoid never worked and they offer me a discount to buy a new one we bought this for additional resources during parties it never worked we bought it right when pandemic started so we tried using it once did not really work and the machine was forgotten in the laundry room we tried calling customer service a couple of times and they went to some trouble shooting that we had already tried reading th,refund_warranty_cs,,
return_blocked,4.0,confused but otherwise pleased so far i misinterpreted the marketing on the amazon page for the cuisinart ss 5p1 40 oz coffeemaker there is a section titled what s in the box it lists the coffeemaker and right below it there is a section titled from the manufacturer which shows the coffee maker the water filter and the reusable filter cup it looks like the two sections are related and that the ite,"performance,refund_warranty_cs",,
shipping_packaging,1.0,buyer beware buyer beware this cooktop arrived missing parts and once installed did not work i paid a professional 20 an hour to install it and he had such a hard time trying to make it work that it cost 100 just to find out that the stove was faulty no customer service at empava was available i had to pay a 40 restocking fee so i lost 140 on this deal and have nothing to show for it this was the ,"performance,return_blocked,refund_warranty_cs,purchase_warning",,
durability_failure,5.0,amazing i highly recommended purchasing this ice maker i have an older refrigerator whose ice maker stopped working i had lots of room in the ice compartment and i tried this ice maker to see if it would fill my ice needs i love ice water and especially in this summer s heat i got it off the shelf plugged in washed and cleaned it and seven minutes later ice fell i am not sure about using it everyd,,,
build_quality,1.0,christmas accesories poor quality pieces coming apart,,,
build_quality,1.0,low quality displayed 4 different temperatures and 4 different humidity levels while on the same shelf do not waste your time or money,purchase_warning,,
water_taste_filter,4.0,please read the update i was wooed by the price and reviews but after 2 weeks of use in my honeywell humidifier the filter is yellow and brown which for me means it s not good enough even if it was free i have used a honeywell supplied higher cost filter for over a month in the same room and it is not even light yellow with inclusion of a bacterial control agent perhaps these generics will do the ,misrepresentation,,
purchase_warning,2.0,not as offered in the photos criminal this unit is not as advertised the offer shows the filter and the filter head but you only get the filter cartridge so do not buy this based on their presentation even in their extra special offers below the primary offer they show the filter and filter head plus the offer for a second cartridge this is also false do not get sucked in,misrepresentation,,
misrepresentation,1.0,we bought ours and were disappointed by its performance from the first week never buy a miele appliance they are unreliable and fixing them is a scam we bought ours and were disappointed by its performance from the first week it never works properly does not drain well constantly clogs and dishes have to be practically sparkling before they go in or they come out crusted and dirty then when it had,"leak_damage,return_blocked,purchase_warning",,
shipping_packaging,4.0,the screw top is so much better than the flip top ones i got this one with the screw on top to replace the laundry alternative washer of ours that had broken the top of the laundry alternative washer has a flip top that always leaked the screw top keeps the water in much better i am giving it 4 stars simply because it was missing one of the side pins that secure it to the base we salvaged one from,"durability_failure,leak_damage",,
incompatibility,2.0,to small the width of these filters was too small,,,
performance,5.0,what a life saver after doing some research on my refrigerator not cooling the trouble shooter recommended replacing this item whoa yes it did it help me save from having to replace an out of warranty frig with a new 800 one would give it 10 stars but that s not possible oh buy the way it was an easy install following the directions,refund_warranty_cs,,
return_blocked,1.0,weak fan this is much shorter in height and is nowhere near the stove also the fan on high is very weak after the install it is too late to return so i am stuck with it for now,,,
refund_warranty_cs,5.0,best and fastest customer service ever excellent customer service sorted out my issue within a day range is now working properly,,,
build_quality,5.0,great product beautiful color keeps the coffee hot and looks just great in my kitchen matches very well my new red toaster and red toaster convection oven i have used french presses for years and am so happy with the insulated ones i broke so many others within a short time of getting them as the glass was rather thin and fragile,durability_failure,,
performance,5.0,great little gadet i recommend for its advertise purpose the item is as described and yes the letters and the sign are larger than one might instinctively think they should by but the lettering is quite legible i am not sure about giftable maybe a stocking gift this item is correctly described and arrived on time we are happy that we no longer have the uncertainty of wondering if the dishes are or,,,
refund_warranty_cs,5.0,good customer service good price and fast delivery,,,
water_taste_filter,2.0,k155 not they do not fit the k155 the ones that work have two indentations on the bottom three stars off because k155 was listed as compatible at the time of my purchase two stars awarded because i gave them to friends who are enjoying them they do not need the paper filters but you might get a little bit of sediment in the bottom of your cup even with a drip grind i call it body and like it,incompatibility,,
build_quality,1.0,would not recommend extremely unhappy with these burner covers they arrived super warped and i could not get them to sit flat on my stove i immediately returned them as they were unusable in the condition that i re dived them,"return_intent,purchase_warning",,
purchase_warning,5.0,do not buy a ge washer another washer piece do not buy ge do you see how many parts we have bought for a 3 yr old machine not the sellers issue delivery was good and it s working,,,
water_taste_filter,4.0,a great option for the aeropress i have had an aeropress for almost two years and absolutely love it my coffee museum includes a variety of french presses etc but the aeropress is my go to method i am not officially a coffee snob but i do like to tweet about coffee stuff fullybrewed for almost the entire time i have had my aeropress i have used the paper filters until reading a blog about the diff,,,
return_blocked,1.0,do not buy product guaranteed to stop working shortly after 30 day warranty ice maker has stopped working and i come to find out the warranty is only 30 days ca not even click the ask a seller button as it does not work this seller is fraudulent and will do nothing to assist you this product is chinese garbage,"durability_failure,performance,refund_warranty_cs,purchase_warning",,
durability_failure,1.0,not what i thought cheaply made they are already broken,build_quality,,
misrepresentation,5.0,common shaded pole motor it s an ordinary shaded pole motor benefits of this one are that it s sized shaped and corded to be a drop in replacement for the listed fans if you want cheaper and less expensive go ahead and buy the chineese knock off but expect to have issues with fitting and wiring,,,
misrepresentation,4.0,fits it met expectations but why so expensive for a chinese knock off,,,
leak_damage,2.0,grounds the grounds leak through into my coffee cup,,,
misrepresentation,1.0,this is not a reusable filter for the carafe very disappointed in the way this item is advertised it is very misleading it is not a reusable filter for the carafe even thought the size is the same and amazon depicts this as for use with the carafe by placing it with the carafe and the brewer in the frequently bought together section,,,
misrepresentation,1.0,inaccurate reading my reading stays at 16 even after running a hot shower for 20 min the temperature reading works fine but i need the humidity read out,,,
shipping_packaging,5.0,definitely worth it we are very pleased with this ice maker we contacted customer service during installation because we didn t think to watch the install videos we thought a right angle joint in the water intake was missing however we discovered the correct install procedures from the video here are 3 things we learned 1 the water intake comes with a shipping plug that has to be removed before in,refund_warranty_cs,,
performance,5.0,buy from amazon and fix yourself save one part that makes your machine totally useless if it goes out took 10 years for this to go out on me took 15 to 20 minutes to repair on my own machine is working great again look for youtube videos on how to replace very easy,,,
build_quality,2.0,very thin not as thick as original filters,,,
incompatibility,1.0,did not fit my standard sized stove,,,
shipping_packaging,2.0,good and broken the product fits our fridge perfectly i am glad that it was a two pack because one of the items arrived broken at least we have one working shelf i would not recommend buying again unless you like rolling the dice,"durability_failure,purchase_warning",,
refund_warranty_cs,1.0,washer drain pump installed this and it worked for 2 months right after the return period expired luckily i bought the extended warranty,return_blocked,,
return_blocked,1.0,these do not actually protect your stove it s disappointing but it s too late for me to ask for a refund i gave these a real chance which is why it s too late to ask for a refund they do not do what they claim to do splashes and spills find their way under the bibs regularly they do not catch the overflow they just hide it until it dries and you have to scrub it off later and the damage is worse b,refund_warranty_cs,,
refund_warranty_cs,5.0,great customer service even after the warranty period is expired i have had my sensor for over 6 years and after i moved a few times the sensor would not reset and i was not able to restart it after contacting customer service who was very responsive i was unable to reflash the sw myself and proteus happily reflashed it for me and was returned to me in exactly one week the sensor has always been r,return_blocked,,
durability_failure,1.0,worked only one week then failed after only one week of use this unit has glitched it no longer makes any ice bottom is full of water up to the max mark upper scoop water holder cycles two times then fills with water then dumps the water and indicates add water i have it unplugged,,,
purchase_warning,5.0,30 minutes out of the box back up and washing dishes for the most part i always buy ge frigidaire or hot point appliances because of the ease price and availability of installing replacement parts beware of kenmore kenmore will change one feature on every part of an identical machine so that sears can sell you there altered version part at triple the price of the previously mentioned vendors anyon,,,
misrepresentation,4.0,be sure you have a place to put it i tried to buy a freezer about six month ago at a time which coincidently coincided with the corona scam freezers were not to be found anywhere whether the problem was due to a supply problem or panic buying or both i am not sure i prefer to buy appliances and such high cost items where i can inspect them first but circumstances created a crisis i had a processed,refund_warranty_cs,,
build_quality,1.0,terrible very flimsy does not stay in it s form well can easily crumble it when putting the fan assembly back over it does not wick well at all no worth the savings my humidifier never stopped blowing,,,
return_blocked,5.0,restocking fee i was ordering the i have knob for someone else had to return it cause the oven stop working the lady did not like it that she was charged a restocking fee,return_intent,,
durability_failure,1.0,stopped working after four months after purchase bought this product in may 2022 at the end of july ice maker starting having issues ice maker would show ice tray full even when empty and would not make ice unplugging machine would make it work again but would stop after a few ice drops as of last night machine has stopped work completely my sister has the same ice machine and had no issues with i,purchase_warning,,
leak_damage,5.0,worth the price decent construction great hood for an available inexpensive white 30 not an easy install will require additional parts and hardware for the price it works and looks great once installed leaks air back into the room so you need to use tape and sealant if you desire max exhaust out the flue also figure on ordering the better filters with the charcoal layer to absorb the grease replac,,,
build_quality,2.0,poor quality and does not fit right they are warped and do not stay in place the burners pop out of them and do not fit right poor quality,incompatibility,,
return_blocked,1.0,slow water we did our normal 6 month replacement in december after replacement our water slowed to a trickle and then ice and water production stopped we thought it was the whole fridge warranty was still valid so we had a maintenance call he suggested we try another filter because nothing was wrong ordered another filter in january replaced it and the water was fixed problem solved but no my 32 o,"performance,refund_warranty_cs",,
shipping_packaging,5.0,works to hold my lg washer dryer on top of a pedestal this worked perfectly with my dryer and pedestal i got it heavily discounted because this piece was missing well worth it,,,
return_blocked,1.0,not the pictured filter ring like others have said what is in the box is not the represented picture on this page what is in the box is not the correct ring the window of opportunity for this particular return was very short and i missed it so now i m stuck with two overpriced filters that i can t really use,,,
purchase_warning,1.0,broke after 2 months did not stay on interior piece stripped and kept spinning fell off and broke do not recommend,durability_failure,,
water_taste_filter,5.0,does what it is designed to do i have this on subscribe and save it arrived on time and it installed easily my wife and i have had refrigerators with in line water filters for 9 or 10 years now every filter cartridge we have ever purchased comes with fluid in it meant to protect the filter membranes this fluid gives the water a bad taste so after installing the filter i run 6 or 7 16oz cups of wat,,,
incompatibility,5.0,my first countertop dish washer and i love it the dishes are clean my first countertop dish washer and i love it the dishes are clean used it twice thus far it s small but so it does not fit much stuff but hey that s the reason i bought it in the first place because it does not occupy too much space warning i have a german grohe faucet with metal hose and shower head in my sink connecting the hose,,,
water_taste_filter,1.0,does not filter impurities tastes of chemicals i purchased the finvie fin 8 water filter to replace my ge water filter mwf it was easy enough to install and came with easy to follow directions i even pushed 4 gallons of water through before drinking the water as directed unfortunately this product does not filter much the water tasted of chemicals i gave it another 2 days to resolve but it never c,,,
water_taste_filter,1.0,ice cubes have a bad taste i am switching back to samsung the ice cubes taste like chemicals,,,
purchase_warning,5.0,do not buy a new dryer until you have tried this this product mixed with a youtube video allowed me to repair my 8 year old roper dryer in just minutes the experience was empowering,,,
durability_failure,2.0,it broke after three uses cheaply made,build_quality,,
incompatibility,4.0,great product it states it wo not fit ge but with a little work on the pan it sets in it will if u have the round 1 1 2 setback electric ends the stove is two months old and burners started to fail already they have the safety shut offs in the center and with wock cooking they soon fail happy so far fast shipping,,,
misrepresentation,5.0,filterlogic water filter for samsung needed to reorder filters for our samsung refrigerator three packs seem the way to go for the best value although not oem they fit and work just fine at a fraction of the cost will buy again when the need arises,,,
incompatibility,4.0,fit could be better these drip pans help with minor cleanups just take them off and wash with soap and water however they do not fit as well as expected and grease and splatters do seep under the drip pans clean up is a bit easier,,,
build_quality,4.0,arrived as promised these are very thin and the coffee grounds go through i am using two at a time,,,
purchase_warning,1.0,item wrong size not long enough for advertised model do not buy item did not fit it was 2 too short and i had to get an oem part installed cost me 95 and wasted a week of doing laundry with coins item numbers matched 312959 for maytag lde8200acl but was not same length as original part item would not function because it was impossible to install,incompatibility,,
shipping_packaging,1.0,received with missing parts had to send back missing the handle,,,
build_quality,5.0,excellent organized refrigerator i like how many eggs i can store in this it s not flimsy nor super thin it s just right it s super easy to wash and it makes the rest of everything i did to reorganize my refrigerator look amazing,,,
leak_damage,5.0,fix that leaking mashing machine our washer developed a drip that came from the valve unit that mixes the hot and cold water for the tub it s a bit of a chore getting behind the washer but about 45 minutes later the new unit was in place and took care of the problem great part and fast shipping thank you for your help,,,
purchase_warning,1.0,do not buy thor we purchased a thor wine cooler in march 2021 it s now august 2021 we just go an f1 error code the manual says to call customer service for servicing i call and was told the cooler is under warranty for two years but only for parts i will have to pay to have a service technician come over and pay for any additional time beyond the initial service call really what kind of warranty i,refund_warranty_cs,,
return_blocked,5.0,work just past 90 day warranty and then quit the first one quit working after a few months company replaced it very quickly this 1 is working great,"durability_failure,refund_warranty_cs",,
shipping_packaging,2.0,damaged and missing parts one of the filters was damaged and both light bulbs missing upon receipt,,,
durability_failure,4.0,arrived quickly worked perfectly i purchased this product after 3 light bulbs died in my sub zero refrigerator they did not die all at once they died over a period of many years i ordered these builds as a replacement they were are perfect the arrived quickly and were well packaged no issues at all why did i give this product only 4 stars because another seller has a 6 pack for less money per bulb,,,
misrepresentation,1.0,not as advertised the product is advertised as working in any one quart jar including ball brand pictured but neglects to mention it will not work with normal mouthed jars i assume it will work in a wide mouth jar but this really needs to be specified as i was looking specifically for filters that would work in the jars i already owned i am dissatisfied with this purchase,performance,,
leak_damage,1.0,one out of three worked one worked perfect but when time to change filters the other did not work was afraid to try the third one since the second one flooded the floor before i could get the old one back in place,performance,,
performance,1.0,does not work in sboly single serve brewer this did not work in my sboly as the needle did not line up with the hole in the basket,,,
return_blocked,1.0,not worth the money i paid within the 2nd year the ice water valve died and had to replace then the ice switch inside broke and had to replace now 2 door trays have broke at a cost 100 each so ive spent upwards of 500 within the 2nd year of owning after the warranty expired,"durability_failure,refund_warranty_cs",,
return_blocked,5.0,stopped working after 3 months revised i started this bad review 3 weeks ago and after talking with my son who also owns this machine he also had the same issue he took the time to call the company super easy solution if you have hard water you need to wipe the sensors that are on the sides where the ice drops or it thinks the ice bucket is full since i already bought a different machine we will u,"durability_failure,purchase_warning",,
build_quality,4.0,it works the product arrived on time i used it right away the plastic is a little flimsy so be carful opening and closing it as you can see by the photos i submitted the item works well i m going to order a more sturdy k cup,,,
refund_warranty_cs,4.0,it works perfectly fine so there are a lot of mixed reviews on this and i almost went crazy reading them all because buying an ice machine is a big purchase first of all it s a baller move secondly the last thing you want is for this to break third well this up s your dad game to a new level when you have an ice machine at the next bbq you host pros it produces ice pretty quickly i have had it for,,,
purchase_warning,4.0,great purchase i purchased this aglucky countertop ice maker almost 4 months ago i live in a small lakeside cottage and the kitchen does not allow for a refrigerator large enough to contain an ice maker keeping up with ice cube trays especially when entertaining was a challenge i was just done with i also do not have a lot of counter space but since this unit has a fairly small footprint i was wil,"durability_failure,refund_warranty_cs",,
misrepresentation,1.0,misleading photo misleading photo what came looked way bigger and you bvb have to cut the circles out yourself no template,,,
return_intent,5.0,nice and long i returned it the inlet was too small for my application,incompatibility,,
durability_failure,5.0,perfect fit and value well it s an exact match for the one i removed that was cracked i do not really like the lg design of this thing because i can see were the stress point could cause it to break but i will say this one is just like the one i removed and a good value compared to other sites that were about twice as much been working fine for a month now easy install,,,
build_quality,5.0,works fixes a problem with how the wheels were constructed from the manufacturer replaces a flimsy plastic piece with sturdy metal,,,
performance,5.0,great set keurigs ca not be beat for convenience but the expense limited variety and environmental impact are downsides this set of five reusable cups addresses those concerns they work in my 2 0 and my mini take care to align them properly or they wo not work the covers are attached they are easy to clean the scoop is handy and makes it easy to use the correct amount it also can be clipped to you,,,
misrepresentation,4.0,i tried to use the knock off model bought i tried to use the knock off model bought one on amazon which claimed to fit but did not had to end up putting the old one back in until i could order the original one on amazon,,,
refund_warranty_cs,1.0,not genuine ge broke in two weeks says genuine ge but its clearly not asked for full refund,misrepresentation,,
misrepresentation,5.0,this company is a scam after receiving the product i used it in the illy machine as prescribed and the screen bowed shooting coffee everywhere when i contacted the company for replacement there was no response,refund_warranty_cs,,
return_blocked,1.0,warranty no good it s a update i never got my money back they never fixed nor sent me a new one the warranty listed in the description is bogus sent video photos and am stuck with a broken machine not worth the money or the time wasted on all the month back and forth emails they waste your time so the amazon dispute expires purchased in sept thought it was great as i do every year i unplug everyth,"durability_failure,performance,refund_warranty_cs",,
shipping_packaging,1.0,package arrived damaged packaged arrived late and came damaged very dissatisfied,,,
build_quality,4.0,it works until it did not the point is that it works that being said the quality if the plastic and overall construction of the device are flimsy edit lasted less than a year,,,
return_blocked,5.0,very easy to install bought this to replace a the one on my washing machine that had a manufacture defect and started leaking of course my machine s warranty had expired a month prior was very easy to install machine ran great afterwards actually drained and finished the cycle since it would not drain during the wash cycle to empty the tub so i could replace the part i ran the machine through the ,"leak_damage,refund_warranty_cs",,
water_taste_filter,5.0,taste free replaced rubber water hose for fridge due to chemical taste with this no more bad flavors,,,
return_intent,5.0,factory humidifier drawer replacement fits and looks good but expensive my original crisper drawer broke off both of the guide wheels over the last couple of years and i got around to replacing it i initially tried to find a non whirlpool replacement drawer 60 and ordered one without measuring it it looked like the original and it did not fit returned it and could not find a replacement without bu,"durability_failure,incompatibility",,
return_blocked,5.0,glacier fresh water filter replace expired filter,,,
misrepresentation,1.0,used it s used it has a gross smell and a weird substance i ordered a new one please refund tried to get my money back i am not gonna pack this up again give me my money back false advertising,refund_warranty_cs,,
durability_failure,2.0,breaks when you use this is the second one i had to purchase in less then 2 years snaps very easily single person household which has no traffic,,,
leak_damage,1.0,do not buy this flood where the biggest hose connects on the back of this the plastic is in no way as thick as the original mine collapsed hose came of and flooded my kitchen and laundry room i would not buy this if i were you beware,purchase_warning,,
incompatibility,1.0,no a good product not what i expected did not fit cheaply made,build_quality,,
water_taste_filter,1.0,do not buy these like many other reviewers here my filter failed within weeks quickly developing a strange chemical taste in the water these filters are either defective or knockoffs or worse refurbished refilled anyone stay away i would buy almost anything online except shoes but from now on all my filters are coming from a reputable appliance retailer,"durability_failure,purchase_warning",,
durability_failure,1.0,stopped working it worked fine for a while but suddenly it stopped spinning i never used the spin dry function only the wash function i used as instructed and it broke i am not sure how long i e had it but certainly not long,,,
water_taste_filter,1.0,i tried running the water for a long time and it still has such a chemical taste that my tap water tastes like fresh spring wate i replace my water filter every 6 months and have been doing so for 5 years the normal brand i was buying was no longer available so amazon replaced it with this the water tastes just awful i tried running the water for a long time and it still has such a chemical taste ,,,
leak_damage,1.0,i followed all the directions and it still leaked large amounts of water even after my husband reinstalled it,,,
build_quality,4.0,got what i expected for the price the previous reviews others gave were informative i felt i knew what i was getting into those reviews set my expectations and were on point it s very slim and more modern looking than any others out there for a much more affordable price i just was not willing to pay allot for a fan with light price gets an a i did not expect high quality due to other reviews and ,,,
performance,1.0,how to return did not work i am unable to review this because i had to return it due to it not working and i was not able to get a replacement,return_intent,,
return_blocked,1.0,not worth the price the replacement wheels turned harder than i liked but appeared to be fine it ran for exactly 4 days past the amazon return window at which point it froze up enough that the belt broke,durability_failure,,
build_quality,1.0,this is junk zero stars this product is so cheap and junky the slot for the burner is in the wrong place and it won t sit level it s of very poor quality at best and a dangerous fire hazard returning,,,
performance,5.0,great coffee maker i love my cuisinart ss 10 i read many reviews before deciding on this model and as soon as it arrived i threw away my useless keurig machine this cuisinart makes delicious k cup coffee and there are 5 different size options for each cup i am impressed with how hot the coffee stays in the mug and how the machine is compact and does not take up too much counter space,,,
incompatibility,1.0,does not fit whirlpool front loader as indicated was not the correct handle even after searching by the model and serial number of our washing machine,,,
refund_warranty_cs,5.0,great for my toddy i enjoy using reusable products and this was key to my cold brew addiction emptying the grounds is a bit of a process but i feel better not throwing away a disposable filter every week also great is the customer service,,,
durability_failure,5.0,just what it claims to be i just replaced the knobs on our gas range with these after the shafts of the old ones broke the new ones slid right on no problem and look like original equipment very satisfied i wish the shafts were reinforced to prevent failure in the future but they are exactly like the originals just do not twist them too tightly and they wo not break,,,
performance,5.0,did not work did not work in my refrigerator had to buy g e works perfect,,,
shipping_packaging,5.0,great buy so glad i got this dryer i have the dryer on high for all my clothes except delicates the high setting dries the clothes just like a regular size dryer would i do not have to put the clothes back in for another cycle as long as you clean the lint trap and do not over load it with clothes it will dry them perfectly the product came in on time the box was damaged and my dryer did have a sm,,,
purchase_warning,4.0,we are out of ice not anymore i hate having to go buy more ice while camping and we are in a pop up not an rv i have had another one of these that crapped out i am going to check in the manual it says that there is a fuse that can blow maybe that was all that was wrong with my old unit going to check it s in the attic and this one is very similar the weird thing and i am going to check with the se,,,
water_taste_filter,2.0,water tasted bad and left a bad taste in your mouth,,,
purchase_warning,5.0,save money buy this part perfect fits works perfectly fixed my cold water issue and my old washer is new inproved and stronger than ever fix it do not waste money on a new one,,,
refund_warranty_cs,5.0,reliable ice machine as a disclosure i was prompted to write this review after filling out a survey to receive an extended warranty and gift card through vremi these were not contingent on writing a review but this did remind me that i had not yet come back to amazon to write one i wanted to give it a couple of months to compare it to other reviewers experiences the size of the machine is comparab,leak_damage,,
incompatibility,1.0,plastic bushings did not fit and suspension rods too long plastic bushings did not fit so i had to use the old ones the suspension rods were too long causing the tub to scrape along the tile floor during wash cycle returning these and buying oem elsewhere,,,
incompatibility,2.0,not compatible with keurig 2 0 after 1 week of use this refillable pod worked well for about a week i used it daily then all of a sudden my keurig 2 0 started saying it was not compatible if i giggle it a bit and continually open and close it it will eventually read but come on who wants to do that first thing in the morning when you are sleepy not me i give up,,,
shipping_packaging,5.0,came as advertised i actually waited a few days to order this because so many reviews saying it arrived damaged or faulty in some way on set up but when mine arrived it was in perfect condition came with a couple extra little things that i actually do not even use easy instructions really nothing to complain about as far as functionality goes the only thing i will say was annoying was the film cov,,,
return_intent,5.0,this was very well made but not the correct one for my washer so had to return,,,
purchase_warning,5.0,do not waste your time going to sears after wasting my time trying to get this part at 2 different sears locations and then again at an appliance repair place i finally resorted to amazon and received the part in 2 days popped this on my 40 year old kenmore dryer and it works like a champ,,,
return_intent,5.0,these are the correct size for kenmore 14906 these are the correct size for kenmore 14906 had to return the others from another company that were too short,incompatibility,,
shipping_packaging,5.0,perfect replacement for my missing part after purchasing a house i discovered that the samsung washing machine left by the previous owner was missing the liquid detergent tray i found this part on amazon and it fits the machine perfectly,,,
incompatibility,2.0,size of humidifier filters i have always gotten my wick air filters here for my humidifier i have the right model number its the same one i have always used that s right off the book for some reason these do not fit my humidifier anymore i have used the same part number model number but these filters are too short not long enough if your looking for these filters mar2 to fit the large floor model ,,,
build_quality,5.0,fit perfectly a bargain compared to oem parts these fit perfectly and installed quite easily so much cheaper than the oem parts which are crummy and turned brittle and broke after only 3 years fingers crossed these will last longer but if they do not at this price i will just buy more,durability_failure,,
refund_warranty_cs,1.0,bad customer service this was purchased aa gift to me it was damaged upon arrival and no one to call to get it replaced,,,
misrepresentation,2.0,not the same as pictured i have attached a photo of what i mean the beige dial on the right is my old one which cracked noticed that the flat part facing right is noticeably flat because it takes up more the circle center the white dial on the left is the one i ordered note that the flat area facing right is far smaller because because less of the circle center is truncated by the flat part the on,durability_failure,,
durability_failure,5.0,fits perfectly works great in our freezer wish i could have purchased only the door the part that was broken instead of the whole unit,,,
shipping_packaging,1.0,do not buy lg product came damaged door with 3 dents because i did not unbox this within 7 days from delivery we were remodeling and not ready for appliance installs lg will not fix the damage on a new in the box item do not buy lg,purchase_warning,,
purchase_warning,1.0,ordered 2 of these only one worked the key that works is awesome i ordered a second identical one from the same seller and it doesn t work buyer beware,,,
return_intent,5.0,i am a refrigeration technician so before i took it back i opened it up and found a bad water valve i bought 2 of these and one did not work out of the box and the other makes a ton of ice and extremely fast i did not purchase from amazon so i returned it to the store and got my money back i am a refrigeration technician so before i took it back i opened it up and found a bad water valve technical,"performance,refund_warranty_cs",,
misrepresentation,1.0,only one size cubes i bought it because i wanted 2 ice cube sizes and it only has one be aware false advertising,,,
water_taste_filter,5.0,exact replacement item is an exact replacement for the original the directions say to run some gallons of water through the product before full use the initial rinsing water comes out oily looking and with a chemical smell i would prefer to purchase a pre rinsed ready to use product i believe the product is overpriced,,,
water_taste_filter,1.0,bad taste used for a frigidaire really bad taste in ice cubes and water,,,
shipping_packaging,1.0,spring is not stainless steel the old chopper was worn and a blade was missing a 1 4 inch of its tip after 10 years original use the chopper in the picture was in the machine for only 3 days when it was removed to replace the circulation pump and the spring is already showing corrosion the spring is not stainless steel the spring in the second photo is from the original that has been in the dishwa,,,
performance,4.0,other than a possible design flaw with the filter this is a great coffee maker ok so i m a little confused with the filter the design is set to where only a portion of the water that goes into the machine runs through the actual filter the rest of the water goes completely around the filter rendering the filter nearly useless is this a design flaw or did i just install it incorrectly otherwise the,,,
performance,5.0,the shape of these replacements have changed but they do fit and work correctly so the shape of these filters has changed from when i purchased replacements last time and initially i thought that it would not fit correctly especially since the hole in the top is smaller when i first installed it i got the same trickle of water other reviewers have mentioned and was ready to return them but i decid,incompatibility,,
return_blocked,5.0,just as advertised good quality part that came with adhesive my error is that i ordered the wrong part number and it is not returnable,incompatibility,,
leak_damage,5.0,other brands leak not a drop from these filters the first time installed,,,
purchase_warning,4.0,it works well for some and not well for in short the concept works but could be improved in few ways i works fine with proper fine ground espressor coffee powder eg lavazza ii does not work well with store bought coffee might be due to uneven grinding iii good for even making your own tea extact in a hurry but beware of finely ground tea it clogs the filter iv if you happen to clog the filter it i,performance,,
durability_failure,5.0,perfect replacement fits my whirlpool refrigerator perfectly just what i needed to replace my broken one,,,
return_intent,5.0,love it great ice no problems yet with this one we purchased previously a couple other stainless steel ones older models and they both were bad made lots of noise had to return them this new model so far is great only had it a month praying it is the keeper,,,
incompatibility,5.0,exactly as described the bags were exactly as described well packaged and in fantastic and completely new condition i had bought them to start doing some bundles on amazon unfortunately these were too small for what i was going to use them for my fault not the vendors i miss measured what i needed the bags were the exact size they were supposed to be i ordered larger ones for this project and will,,,
leak_damage,1.0,tldr save yourself the trouble frequent dry warnings leaking front door poor customer support pros washes dishes very well when it actually works attractive looking cons we ve had this thing for 5 months and it has been trouble from the start 50 of the time it stops working mid cycle because it says it s dry it isn t the reservoir still has water if you add more water to the reservoir and just res,refund_warranty_cs,,
