parent_asin,year_month,n_reviews_t,n_reviews_p3,text_reliability,topic,topic_label,rate_t,rate_p3,rate_t_shrunk,delta,is_surge,count_t,surge_confidence
B07N82GT4R,2022-01,10,42.0,0.6667,durability_failure,내구성 고장,0.5,0.19048,0.35871,0.30952,1,5,strong
B00LQDA9HY,2016-03,5,11.0,0.5,durability_failure,내구성 고장,0.4,0.09091,0.23806,0.30909,1,2,moderate
B07TF48X2H,2022-09,5,11.0,0.5,durability_failure,내구성 고장,0.4,0.09091,0.23806,0.30909,1,2,moderate
B07VHK3XQH,2021-06,5,22.0,0.5,incompatibility,호환 및 규격,0.4,0.09091,0.21999,0.30909,1,2,moderate
B077BK6MKG,2019-10,5,44.0,0.5,durability_failure,내구성 고장,0.4,0.09091,0.23806,0.30909,1,2,moderate
B09Y86TW2L,2020-08,5,11.0,0.5,durability_failure,내구성 고장,0.4,0.09091,0.23806,0.30909,1,2,moderate
B075M6J6X8,2019-02,5,22.0,0.5,durability_failure,내구성 고장,0.4,0.09091,0.23806,0.30909,1,2,moderate
B0BVMJ6NSZ,2022-12,5,33.0,0.5,refund_warranty_cs,환불 보증 고객대응,0.4,0.09091,0.21025,0.30909,1,2,moderate
B08N6QCCBH,2022-01,10,11.0,0.6667,performance,성능 미달,0.4,0.09091,0.27518,0.30909,1,4,strong
B07ZZ27G6K,2020-07,5,11.0,0.5,durability_failure,내구성 고장,0.4,0.09091,0.23806,0.30909,1,2,moderate
B01F1A8FUU,2019-06,5,11.0,0.5,durability_failure,내구성 고장,0.4,0.09091,0.23806,0.30909,1,2,moderate
B07B4MZQHM,2018-11,5,22.0,0.5,durability_failure,내구성 고장,0.4,0.09091,0.23806,0.30909,1,2,moderate
B07PJ7ZBZZ,2021-03,5,11.0,0.5,leak_damage,누수 및 파손 피해,0.4,0.09091,0.20868,0.30909,1,2,moderate
B09W5PBYKD,2020-04,5,22.0,0.5,build_quality,제작 품질,0.4,0.09091,0.21056,0.30909,1,2,moderate
B0BGTBHC7P,2019-11,6,41.0,0.5455,refund_warranty_cs,환불 보증 고객대응,0.33333,0.02439,0.19113,0.30894,1,2,moderate
B000AST3AK,2022-05,15,41.0,0.75,misrepresentation,설명 불일치,0.33333,0.02439,0.25176,0.30894,1,5,strong
B0773ZF6FD,2021-07,12,41.0,0.7059,durability_failure,내구성 고장,0.33333,0.02439,0.25768,0.30894,1,4,strong
B09V27YWJ8,2023-01,7,25.0,0.5833,refund_warranty_cs,환불 보증 고객대응,0.42857,0.12,0.25854,0.30857,1,3,moderate
B075M2FJYJ,2023-02,6,47.0,0.5455,durability_failure,내구성 고장,0.5,0.19149,0.30733,0.30851,1,3,moderate
B082V4L2SW,2022-10,16,30.0,0.7619,purchase_warning,구매 경고,0.375,0.06667,0.29231,0.30833,1,6,strong
B0737B6HGR,2021-02,9,40.0,0.6429,performance,성능 미달,0.33333,0.025,0.22341,0.30833,1,3,moderate
B00LEL5GWG,2020-06,8,15.0,0.6154,leak_damage,누수 및 파손 피해,0.375,0.06667,0.23745,0.30833,1,3,moderate
B00LQDDMUK,2017-03,8,15.0,0.6154,durability_failure,내구성 고장,0.375,0.06667,0.26005,0.30833,1,3,moderate
B073PM5CWW,2021-03,8,45.0,0.6154,incompatibility,호환 및 규격,0.375,0.06667,0.24615,0.30833,1,3,moderate
B01MQO54NV,2021-01,9,22.0,0.6429,build_quality,제작 품질,0.44444,0.13636,0.29325,0.30808,1,4,moderate
B008KFG9NO,2018-09,9,22.0,0.6429,leak_damage,누수 및 파손 피해,0.44444,0.13636,0.29191,0.30808,1,4,moderate
B08BFT1Z76,2021-07,5,13.0,0.5,incompatibility,호환 및 규격,1.0,0.69231,0.51999,0.30769,1,5,moderate
B09MM7BH9P,2018-02,6,26.0,0.5455,durability_failure,내구성 고장,0.5,0.19231,0.30733,0.30769,1,3,moderate
B081TLZFK8,2021-04,13,14.0,0.7222,incompatibility,호환 및 규격,0.30769,0.0,0.23333,0.30769,1,4,strong
B07WFFXFZB,2019-06,13,3.0,0.7222,refund_warranty_cs,환불 보증 고객대응,0.30769,0.0,0.22792,0.30769,1,4,strong
B0145ASY5I,2017-02,11,42.0,0.6875,performance,성능 미달,0.54545,0.2381,0.38298,0.30736,1,6,strong
B0791XNY1F,2021-01,7,20.0,0.5833,durability_failure,내구성 고장,0.85714,0.55,0.53172,0.30714,1,6,moderate
B08DKRTQT3,2020-02,9,38.0,0.6429,incompatibility,호환 및 규격,0.33333,0.02632,0.22857,0.30702,1,3,moderate
B0751KDVTP,2021-02,8,44.0,0.6154,performance,성능 미달,0.375,0.06818,0.24059,0.30682,1,3,moderate
B07B9SKV9B,2020-02,10,32.0,0.6667,durability_failure,내구성 고장,0.4,0.09375,0.29204,0.30625,1,4,strong
B0764M3MZ9,2022-02,5,32.0,0.5,build_quality,제작 품질,0.4,0.09375,0.21056,0.30625,1,2,moderate
B0C4WK4187,2023-02,8,58.0,0.6154,refund_warranty_cs,환불 보증 고객대응,0.375,0.06897,0.23865,0.30603,1,3,moderate
B07DPDJNDB,2020-08,5,17.0,0.5,incompatibility,호환 및 규격,0.6,0.29412,0.31999,0.30588,1,3,moderate
B07CNQ1G25,2019-04,12,27.0,0.7059,incompatibility,호환 및 규격,0.41667,0.11111,0.30588,0.30556,1,5,strong
B07YXY11SG,2022-04,9,32.0,0.6429,durability_failure,내구성 고장,0.55556,0.25,0.38433,0.30556,1,5,moderate
B0C2DQMJGQ,2016-10,9,43.0,0.6429,durability_failure,내구성 고장,0.44444,0.13953,0.3129,0.30491,1,4,moderate
B0BBT5KNBD,2022-09,11,17.0,0.6875,purchase_warning,구매 경고,0.36364,0.05882,0.25866,0.30481,1,4,strong
B09N15BY4N,2020-05,11,17.0,0.6875,durability_failure,내구성 고장,0.36364,0.05882,0.27379,0.30481,1,4,strong
B07DQFHTVS,2022-10,7,15.0,0.5833,durability_failure,내구성 고장,0.57143,0.26667,0.36505,0.30476,1,4,moderate
B00HQI5LEY,2017-01,7,15.0,0.5833,durability_failure,내구성 고장,0.57143,0.26667,0.36505,0.30476,1,4,moderate
B0BWY463SV,2022-06,7,15.0,0.5833,durability_failure,내구성 고장,0.57143,0.26667,0.36505,0.30476,1,4,moderate
B071KQY5TJ,2018-02,9,35.0,0.6429,incompatibility,호환 및 규격,0.33333,0.02857,0.22857,0.30476,1,3,moderate
B07V579SPB,2021-01,5,21.0,0.5,durability_failure,내구성 고장,0.4,0.09524,0.23806,0.30476,1,2,moderate
B092ZLBMNN,2022-07,5,42.0,0.5,incompatibility,호환 및 규격,0.4,0.09524,0.21999,0.30476,1,2,moderate
B0BHVB8BF4,2020-03,7,45.0,0.5833,incompatibility,호환 및 규격,0.57143,0.26667,0.35,0.30476,1,4,moderate
B08HPV66R1,2022-10,5,21.0,0.5,refund_warranty_cs,환불 보증 고객대응,0.4,0.09524,0.21025,0.30476,1,2,moderate
B083PRDBSB,2022-10,5,21.0,0.5,performance,성능 미달,0.4,0.09524,0.21277,0.30476,1,2,moderate
B00DM8J3MI,2019-10,9,35.0,0.6429,performance,성능 미달,0.33333,0.02857,0.22341,0.30476,1,3,moderate
B0BW9MF3WP,2021-07,42,95.0,0.8936,durability_failure,내구성 고장,0.35714,0.05263,0.32725,0.30451,1,15,strong
B09HWCBPKD,2021-06,7,24.0,0.5833,durability_failure,내구성 고장,0.42857,0.125,0.28172,0.30357,1,3,moderate
B08D4S6MND,2021-03,7,8.0,0.5833,leak_damage,누수 및 파손 피해,0.42857,0.125,0.25723,0.30357,1,3,moderate
B01D2OF7YO,2017-04,8,28.0,0.6154,leak_damage,누수 및 파손 피해,0.375,0.07143,0.23745,0.30357,1,3,moderate
B01AGQ4MH4,2017-11,7,8.0,0.5833,leak_damage,누수 및 파손 피해,0.42857,0.125,0.25723,0.30357,1,3,moderate
B01M8MXPYM,2018-12,8,28.0,0.6154,durability_failure,내구성 고장,0.375,0.07143,0.26005,0.30357,1,3,moderate
B08WH5XL86,2019-02,7,24.0,0.5833,refund_warranty_cs,환불 보증 고객대응,0.42857,0.125,0.25854,0.30357,1,3,moderate
B0BTQ6TY68,2016-10,8,14.0,0.6154,incompatibility,호환 및 규격,0.375,0.07143,0.24615,0.30357,1,3,moderate
B08WJ2F8LL,2023-01,7,8.0,0.5833,durability_failure,내구성 고장,0.42857,0.125,0.28172,0.30357,1,3,moderate
B00RY3MXAG,2017-09,7,16.0,0.5833,durability_failure,내구성 고장,0.42857,0.125,0.28172,0.30357,1,3,moderate
B07SBLXV26,2019-12,7,16.0,0.5833,incompatibility,호환 및 규격,0.42857,0.125,0.26666,0.30357,1,3,moderate
B01AYU8RMS,2017-08,8,14.0,0.6154,shipping_packaging,배송 및 포장,0.375,0.07143,0.23317,0.30357,1,3,moderate
B07DXH36PS,2017-11,5,31.0,0.5,durability_failure,내구성 고장,0.4,0.09677,0.23806,0.30323,1,2,moderate
B07NL9T1GL,2020-09,6,33.0,0.5455,durability_failure,내구성 고장,0.33333,0.0303,0.21642,0.30303,1,2,moderate
B07MLWJZH7,2022-05,6,33.0,0.5455,performance,성능 미달,0.33333,0.0303,0.19343,0.30303,1,2,moderate
B07XGRY396,2022-07,11,33.0,0.6875,incompatibility,호환 및 규격,0.45455,0.15152,0.325,0.30303,1,5,strong
B07YXRTY6F,2021-05,9,40.0,0.6429,durability_failure,내구성 고장,0.77778,0.475,0.52718,0.30278,1,7,moderate
B07VFM2LK3,2021-01,22,64.0,0.8148,durability_failure,내구성 고장,0.31818,0.01562,0.27336,0.30256,1,7,strong
B0000CF4DJ,2020-04,11,65.0,0.6875,purchase_warning,구매 경고,0.36364,0.06154,0.25866,0.3021,1,4,strong
B07CP1KY9M,2021-12,9,28.0,0.6429,incompatibility,호환 및 규격,0.44444,0.14286,0.3,0.30159,1,4,moderate
B00XJ6Q86C,2019-11,11,16.0,0.6875,purchase_warning,구매 경고,0.36364,0.0625,0.25866,0.30114,1,4,strong
B0C6XD3DK4,2022-10,16,44.0,0.7619,durability_failure,내구성 고장,0.4375,0.13636,0.35146,0.30114,1,7,strong
B07VXLVHGL,2018-04,9,31.0,0.6429,durability_failure,내구성 고장,0.33333,0.03226,0.24147,0.30108,1,3,moderate
B0C2HMPZRB,2019-12,8,27.0,0.6154,durability_failure,내구성 고장,0.375,0.07407,0.26005,0.30093,1,3,moderate
B00INXG9MY,2019-03,12,95.0,0.7059,durability_failure,내구성 고장,0.41667,0.11579,0.31651,0.30088,1,5,strong
B01C6A3X0U,2020-01,5,10.0,0.5,purchase_warning,구매 경고,0.4,0.1,0.21386,0.3,1,2,moderate
B07PJ7ZBZZ,2021-10,5,20.0,0.5,durability_failure,내구성 고장,0.4,0.1,0.23806,0.3,1,2,moderate
B009HQGFX4,2021-06,5,20.0,0.5,build_quality,제작 품질,0.6,0.3,0.31056,0.3,1,3,moderate
B08FSR49RR,2022-10,10,42.0,0.6667,performance,성능 미달,0.3,0.0,0.20851,0.3,1,3,strong
B081TLZFK8,2022-09,6,20.0,0.5455,incompatibility,호환 및 규격,0.5,0.2,0.2909,0.3,1,3,moderate
B08GKBX6V8,2022-05,6,5.0,0.5455,durability_failure,내구성 고장,0.5,0.2,0.30733,0.3,1,3,moderate
B07TVRCDFX,2019-12,5,20.0,0.5,build_quality,제작 품질,0.4,0.1,0.21056,0.3,1,2,moderate
B09BBMN93G,2022-01,5,2.0,0.5,leak_damage,누수 및 파손 피해,0.8,0.5,0.40868,0.3,1,4,moderate
B09MJWFL31,2022-05,10,14.0,0.6667,purchase_warning,구매 경고,0.3,0.0,0.20924,0.3,1,3,strong
B07F6WGWSJ,2019-01,10,20.0,0.6667,build_quality,제작 품질,0.3,0.0,0.20704,0.3,1,3,strong
B08MMJ8RM7,2016-02,10,8.0,0.6667,refund_warranty_cs,환불 보증 고객대응,0.3,0.0,0.20683,0.3,1,3,strong
B0821T4RK8,2021-07,10,31.0,0.6667,durability_failure,내구성 고장,0.3,0.0,0.22537,0.3,1,3,strong
B00Q9EJ45S,2017-02,5,2.0,0.5,incompatibility,호환 및 규격,0.8,0.5,0.41999,0.3,1,4,moderate
B0C6LLJFR8,2021-12,12,25.0,0.7059,incompatibility,호환 및 규격,0.5,0.2,0.3647,0.3,1,6,strong
B08WJFSRS3,2022-11,10,15.0,0.6667,durability_failure,내구성 고장,0.5,0.2,0.35871,0.3,1,5,strong
B0BWY2HLJ7,2019-01,10,10.0,0.6667,durability_failure,내구성 고장,0.3,0.0,0.22537,0.3,1,3,strong
B07V43DPVY,2022-08,10,11.0,0.6667,incompatibility,호환 및 규격,0.3,0.0,0.21333,0.3,1,3,strong
B00YNSZCXA,2022-07,5,30.0,0.5,purchase_warning,구매 경고,0.4,0.1,0.21386,0.3,1,2,moderate
B00AUNNAVS,2021-02,10,14.0,0.6667,incompatibility,호환 및 규격,0.3,0.0,0.21333,0.3,1,3,strong
B07QTHKXY2,2021-03,5,10.0,0.5,purchase_warning,구매 경고,0.4,0.1,0.21386,0.3,1,2,moderate
B0C5MF7JRS,2021-07,10,6.0,0.6667,refund_warranty_cs,환불 보증 고객대응,0.3,0.0,0.20683,0.3,1,3,strong
B07C9R2MK7,2020-07,10,24.0,0.6667,refund_warranty_cs,환불 보증 고객대응,0.3,0.0,0.20683,0.3,1,3,strong
B0C6LLJFR8,2022-09,10,29.0,0.6667,performance,성능 미달,0.3,0.0,0.20851,0.3,1,3,strong
B081DG1BRW,2022-10,10,9.0,0.6667,refund_warranty_cs,환불 보증 고객대응,0.3,0.0,0.20683,0.3,1,3,strong
B075F6L3VW,2019-11,5,10.0,0.5,durability_failure,내구성 고장,0.4,0.1,0.23806,0.3,1,2,moderate
B0C5M88YZ8,2023-02,10,10.0,0.6667,purchase_warning,구매 경고,0.4,0.1,0.27591,0.3,1,4,strong
B06Y2YRV57,2018-06,10,25.0,0.6667,performance,성능 미달,0.3,0.0,0.20851,0.3,1,3,strong
B0BJ2CJTB5,2023-02,5,10.0,0.5,purchase_warning,구매 경고,0.4,0.1,0.21386,0.3,1,2,moderate
B0C4SPLL78,2019-02,10,22.0,0.6667,durability_failure,내구성 고장,0.3,0.0,0.22537,0.3,1,3,strong
B088TB7Z6D,2021-05,10,10.0,0.6667,durability_failure,내구성 고장,0.4,0.1,0.29204,0.3,1,4,strong
B07MZ847HQ,2022-07,10,21.0,0.6667,durability_failure,내구성 고장,0.3,0.0,0.22537,0.3,1,3,strong
B09R6RVNBY,2022-08,10,8.0,0.6667,performance,성능 미달,0.3,0.0,0.20851,0.3,1,3,strong
B07QGQ4RJZ,2020-07,12,30.0,0.7059,leak_damage,누수 및 파손 피해,0.33333,0.03333,0.2404,0.3,1,4,strong
B0B9S4Y57D,2020-09,10,25.0,0.6667,purchase_warning,구매 경고,0.3,0.0,0.20924,0.3,1,3,strong
B0C27QFBTS,2018-02,5,10.0,0.5,leak_damage,누수 및 파손 피해,0.6,0.3,0.30868,0.3,1,3,moderate
B07TF48X2H,2022-03,5,10.0,0.5,purchase_warning,구매 경고,0.4,0.1,0.21386,0.3,1,2,moderate
B07KQMGVG7,2022-06,8,15.0,0.6154,durability_failure,내구성 고장,0.5,0.2,0.33697,0.3,1,4,moderate
B07P37TB78,2021-11,5,10.0,0.5,purchase_warning,구매 경고,0.4,0.1,0.21386,0.3,1,2,moderate
B001WAJYE0,2017-07,5,20.0,0.5,performance,성능 미달,0.4,0.1,0.21277,0.3,1,2,moderate
B092C7K376,2021-06,10,4.0,0.6667,performance,성능 미달,0.3,0.0,0.20851,0.3,1,3,strong
B00INXG9MY,2020-04,5,20.0,0.5,durability_failure,내구성 고장,0.4,0.1,0.23806,0.3,1,2,moderate
B00AF7U2SI,2018-01,10,12.0,0.6667,incompatibility,호환 및 규격,0.3,0.0,0.21333,0.3,1,3,strong
B092C7K376,2021-06,10,4.0,0.6667,durability_failure,내구성 고장,0.3,0.0,0.22537,0.3,1,3,strong
B07WFB5YSD,2020-01,10,2.0,0.6667,durability_failure,내구성 고장,0.3,0.0,0.22537,0.3,1,3,strong
B0BWBF4MN1,2023-02,5,20.0,0.5,durability_failure,내구성 고장,0.4,0.1,0.23806,0.3,1,2,moderate
B077BG6KCQ,2019-12,5,20.0,0.5,durability_failure,내구성 고장,0.6,0.3,0.33806,0.3,1,3,moderate
B0BPY9HMGY,2023-01,20,40.0,0.8,durability_failure,내구성 고장,0.6,0.3,0.49522,0.3,1,12,strong
B01AYKYC5O,2016-08,10,9.0,0.6667,durability_failure,내구성 고장,0.3,0.0,0.22537,0.3,1,3,strong
B00QZPA8HE,2020-01,6,10.0,0.5455,durability_failure,내구성 고장,0.5,0.2,0.30733,0.3,1,3,moderate
B00545AQSW,2018-08,12,25.0,0.7059,durability_failure,내구성 고장,0.5,0.2,0.37533,0.3,1,6,strong
B09HCR9X6L,2021-11,10,3.0,0.6667,purchase_warning,구매 경고,0.3,0.0,0.20924,0.3,1,3,strong
B07L13NDXY,2019-05,10,7.0,0.6667,durability_failure,내구성 고장,0.3,0.0,0.22537,0.3,1,3,strong
B0BWY2HLJ7,2022-06,6,10.0,0.5455,incompatibility,호환 및 규격,0.5,0.2,0.2909,0.3,1,3,moderate
B075H7D9TL,2020-02,10,19.0,0.6667,durability_failure,내구성 고장,0.3,0.0,0.22537,0.3,1,3,strong
B09H5JSBF9,2022-07,10,13.0,0.6667,performance,성능 미달,0.3,0.0,0.20851,0.3,1,3,strong
B079PN8CS2,2020-10,10,15.0,0.6667,incompatibility,호환 및 규격,0.3,0.0,0.21333,0.3,1,3,strong
B07QSW5B9J,2019-11,6,15.0,0.5455,durability_failure,내구성 고장,0.5,0.2,0.30733,0.3,1,3,moderate
B0919DS3JN,2020-08,10,10.0,0.6667,durability_failure,내구성 고장,0.4,0.1,0.29204,0.3,1,4,strong
B00DM8K72S,2018-09,5,10.0,0.5,durability_failure,내구성 고장,0.6,0.3,0.33806,0.3,1,3,moderate
B082DQDDBV,2020-04,6,30.0,0.5455,incompatibility,호환 및 규격,0.33333,0.03333,0.2,0.3,1,2,moderate
B013WHR5NW,2017-12,5,10.0,0.5,incompatibility,호환 및 규격,0.4,0.1,0.21999,0.3,1,2,moderate
B09PQL8XLS,2022-12,12,34.0,0.7059,refund_warranty_cs,환불 보증 고객대응,0.41667,0.11765,0.30015,0.29902,1,5,strong
B00TLEVVNG,2017-09,6,29.0,0.5455,incompatibility,호환 및 규격,0.33333,0.03448,0.2,0.29885,1,2,moderate
B0BWY463SV,2019-01,9,29.0,0.6429,durability_failure,내구성 고장,0.33333,0.03448,0.24147,0.29885,1,3,moderate
B07YHLB84H,2021-03,6,29.0,0.5455,build_quality,제작 품질,0.33333,0.03448,0.19141,0.29885,1,2,moderate
B002R8JAWC,2020-12,13,25.0,0.7222,incompatibility,호환 및 규격,0.53846,0.24,0.4,0.29846,1,7,strong
B07M87YFJS,2022-06,6,57.0,0.5455,purchase_warning,구매 경고,0.33333,0.03509,0.19442,0.29825,1,2,moderate
B07MKB2772,2019-07,8,13.0,0.6154,durability_failure,내구성 고장,0.375,0.07692,0.26005,0.29808,1,3,moderate
B09MYXVT2W,2022-07,13,23.0,0.7222,durability_failure,내구성 고장,0.38462,0.08696,0.29892,0.29766,1,5,strong
B08FDD8GZN,2018-07,6,28.0,0.5455,durability_failure,내구성 고장,0.33333,0.03571,0.21642,0.29762,1,2,moderate
B0B1MYLKCP,2020-04,6,28.0,0.5455,durability_failure,내구성 고장,0.33333,0.03571,0.21642,0.29762,1,2,moderate
B089VSYR3T,2021-05,6,28.0,0.5455,performance,성능 미달,0.33333,0.03571,0.19343,0.29762,1,2,moderate
B0BLMPHLWY,2020-03,6,28.0,0.5455,performance,성능 미달,0.33333,0.03571,0.19343,0.29762,1,2,moderate
B0C49N2MMM,2021-11,23,133.0,0.8214,leak_damage,누수 및 파손 피해,0.30435,0.00752,0.2531,0.29683,1,7,strong
B00ECX038A,2018-09,14,52.0,0.7368,durability_failure,내구성 고장,0.64286,0.34615,0.49372,0.2967,1,9,strong
B07GT24XPG,2016-12,12,25.0,0.7059,performance,성능 미달,0.41667,0.12,0.30163,0.29667,1,5,strong
B077JGCDFG,2020-11,5,29.0,0.5,incompatibility,호환 및 규격,0.4,0.10345,0.21999,0.29655,1,2,moderate
B08FSR49RR,2023-01,5,29.0,0.5,performance,성능 미달,0.4,0.10345,0.21277,0.29655,1,2,moderate
B07939R4K1,2021-12,5,29.0,0.5,durability_failure,내구성 고장,0.4,0.10345,0.23806,0.29655,1,2,moderate
B08136MBYD,2022-11,9,27.0,0.6429,durability_failure,내구성 고장,0.55556,0.25926,0.38433,0.2963,1,5,moderate
B07FVN12WX,2020-08,6,27.0,0.5455,incompatibility,호환 및 규격,0.33333,0.03704,0.2,0.2963,1,2,moderate
B075XZ3JCF,2020-11,6,27.0,0.5455,performance,성능 미달,0.33333,0.03704,0.19343,0.2963,1,2,moderate
B07FVN12WX,2020-08,6,27.0,0.5455,durability_failure,내구성 고장,0.33333,0.03704,0.21642,0.2963,1,2,moderate
B09133YZL4,2022-01,6,27.0,0.5455,refund_warranty_cs,환불 보증 고객대응,0.33333,0.03704,0.19113,0.2963,1,2,moderate
B0B1DPG7ML,2023-02,6,27.0,0.5455,durability_failure,내구성 고장,0.33333,0.03704,0.21642,0.2963,1,2,moderate
B07Z6N9275,2022-02,9,27.0,0.6429,durability_failure,내구성 고장,0.33333,0.03704,0.24147,0.2963,1,3,moderate
B074R7GK8V,2022-09,5,48.0,0.5,purchase_warning,구매 경고,0.4,0.10417,0.21386,0.29583,1,2,moderate
B07VNPD4V9,2022-08,6,44.0,0.5455,durability_failure,내구성 고장,0.5,0.20455,0.30733,0.29545,1,3,moderate
B07Q59JFJJ,2017-07,8,44.0,0.6154,durability_failure,내구성 고장,0.5,0.20455,0.33697,0.29545,1,4,moderate
B01ALBMIEI,2017-04,17,104.0,0.7727,durability_failure,내구성 고장,0.35294,0.05769,0.29003,0.29525,1,6,strong
B085L1BQ88,2021-04,7,15.0,0.5833,durability_failure,내구성 고장,0.42857,0.13333,0.28172,0.29524,1,3,moderate
B07B2RRGF1,2021-03,7,15.0,0.5833,durability_failure,내구성 고장,0.42857,0.13333,0.28172,0.29524,1,3,moderate
B077V7FVHY,2020-03,7,60.0,0.5833,durability_failure,내구성 고장,0.42857,0.13333,0.28172,0.29524,1,3,moderate
B08CY8KMPZ,2021-05,7,15.0,0.5833,refund_warranty_cs,환불 보증 고객대응,0.42857,0.13333,0.25854,0.29524,1,3,moderate
B09N8RVF7R,2022-07,7,15.0,0.5833,incompatibility,호환 및 규격,0.42857,0.13333,0.26666,0.29524,1,3,moderate
B07C9R2MK7,2019-10,12,39.0,0.7059,durability_failure,내구성 고장,0.83333,0.53846,0.61062,0.29487,1,10,strong
B0CC4S359S,2020-10,6,26.0,0.5455,durability_failure,내구성 고장,0.33333,0.03846,0.21642,0.29487,1,2,moderate
B00Y1RZKTY,2019-06,9,26.0,0.6429,durability_failure,내구성 고장,0.33333,0.03846,0.24147,0.29487,1,3,moderate
B00PACUZPS,2019-01,26,30.0,0.8387,incompatibility,호환 및 규격,0.46154,0.16667,0.39355,0.29487,1,12,strong
B0C2ZHKWX5,2017-12,15,78.0,0.75,purchase_warning,구매 경고,0.33333,0.03846,0.25693,0.29487,1,5,strong
B0BZY3SL8M,2021-07,5,19.0,0.5,performance,성능 미달,0.4,0.10526,0.21277,0.29474,1,2,moderate
B00UD83Y7A,2020-11,5,19.0,0.5,durability_failure,내구성 고장,0.4,0.10526,0.23806,0.29474,1,2,moderate
B00I1IDCEO,2019-04,5,19.0,0.5,durability_failure,내구성 고장,0.4,0.10526,0.23806,0.29474,1,2,moderate
B07FN7BLLV,2021-05,5,19.0,0.5,durability_failure,내구성 고장,0.4,0.10526,0.23806,0.29474,1,2,moderate
B007SJEGVK,2016-02,5,19.0,0.5,performance,성능 미달,0.4,0.10526,0.21277,0.29474,1,2,moderate
B07FNC3453,2019-04,5,19.0,0.5,durability_failure,내구성 고장,0.4,0.10526,0.23806,0.29474,1,2,moderate
B07KVXRW1S,2021-08,10,19.0,0.6667,durability_failure,내구성 고장,0.4,0.10526,0.29204,0.29474,1,4,strong
B0C41SQ3X8,2022-01,9,51.0,0.6429,durability_failure,내구성 고장,0.33333,0.03922,0.24147,0.29412,1,3,moderate
B0BHVB8BF4,2020-04,17,33.0,0.7727,return_blocked,반품 차단,0.29412,0.0,0.22819,0.29412,1,5,strong
B098W5ND23,2019-02,8,46.0,0.6154,durability_failure,내구성 고장,0.75,0.45652,0.49081,0.29348,1,6,moderate
B012YQL5IS,2017-10,14,37.0,0.7368,performance,성능 미달,0.42857,0.13514,0.32251,0.29344,1,6,strong
B0B1ZLCCL3,2023-01,6,25.0,0.5455,performance,성능 미달,0.33333,0.04,0.19343,0.29333,1,2,moderate
B01C6A3X0U,2020-03,6,25.0,0.5455,return_blocked,반품 차단,0.33333,0.04,0.18366,0.29333,1,2,moderate
B09NR62M32,2022-04,7,38.0,0.5833,durability_failure,내구성 고장,0.71429,0.42105,0.44838,0.29323,1,5,moderate
B07SQ8KGRQ,2021-08,6,29.0,0.5455,durability_failure,내구성 고장,0.5,0.2069,0.30733,0.2931,1,3,moderate
B09CDW8KM2,2022-06,5,26.0,0.5,performance,성능 미달,0.6,0.30769,0.31277,0.29231,1,3,moderate
B00J7CNC7K,2021-05,9,46.0,0.6429,performance,성능 미달,0.44444,0.15217,0.29484,0.29227,1,4,moderate
B07QJWX98P,2022-11,26,59.0,0.8387,durability_failure,내구성 고장,0.46154,0.16949,0.39937,0.29205,1,12,strong
B082KN5V6G,2021-11,8,36.0,0.6154,durability_failure,내구성 고장,0.375,0.08333,0.26005,0.29167,1,3,moderate
B07C1C5Y5P,2022-05,12,16.0,0.7059,durability_failure,내구성 고장,0.41667,0.125,0.31651,0.29167,1,5,strong
B019JD7790,2019-10,8,27.0,0.6154,durability_failure,내구성 고장,0.625,0.33333,0.41389,0.29167,1,5,moderate
B074DPMQCY,2018-06,6,24.0,0.5455,durability_failure,내구성 고장,0.5,0.20833,0.30733,0.29167,1,3,moderate
B099PQS1C5,2022-11,8,45.0,0.6154,durability_failure,내구성 고장,0.625,0.33333,0.41389,0.29167,1,5,moderate
B017P2Q1M6,2016-11,6,24.0,0.5455,leak_damage,누수 및 파손 피해,0.33333,0.04167,0.18971,0.29167,1,2,moderate
B00LQDA9HY,2016-10,6,24.0,0.5455,durability_failure,내구성 고장,0.33333,0.04167,0.21642,0.29167,1,2,moderate
B07TT21PJ4,2022-02,32,96.0,0.8649,durability_failure,내구성 고장,0.40625,0.11458,0.36164,0.29167,1,13,strong
B07M8JMYHQ,2017-09,6,24.0,0.5455,durability_failure,내구성 고장,0.33333,0.04167,0.21642,0.29167,1,2,moderate
B0BWXQJ5XT,2019-07,6,24.0,0.5455,durability_failure,내구성 고장,0.33333,0.04167,0.21642,0.29167,1,2,moderate
B001KNE8XG,2017-06,8,24.0,0.6154,build_quality,제작 품질,0.5,0.20833,0.31581,0.29167,1,4,moderate
B07JQXHVRW,2021-01,8,24.0,0.6154,durability_failure,내구성 고장,0.375,0.08333,0.26005,0.29167,1,3,moderate
B00DM8K1NS,2016-09,9,24.0,0.6429,durability_failure,내구성 고장,0.33333,0.04167,0.24147,0.29167,1,3,moderate
B01AGQ4MH4,2017-04,9,24.0,0.6429,purchase_warning,구매 경고,0.33333,0.04167,0.22419,0.29167,1,3,moderate
B07SQ8KGRQ,2020-06,6,24.0,0.5455,performance,성능 미달,0.33333,0.04167,0.19343,0.29167,1,2,moderate
B07JPLX4CV,2019-08,5,46.0,0.5,durability_failure,내구성 고장,0.4,0.1087,0.23806,0.2913,1,2,moderate
B0041SXMUM,2017-10,13,32.0,0.7222,leak_damage,누수 및 파손 피해,0.38462,0.09375,0.2826,0.29087,1,5,strong
